,venue_name,id,capacity,street,zip,latitude,longitude,metro_area,country,city_name
2628,OTR Live,3230794,,209 East 12th St.,45202,39.10905,-84.51063,Cincinnati,US,Cincinnati
2630,LA Live,1641848,,800 W Olympic Blvd.,90015,34.0449817,-118.2655024,Los Angeles,US,Los Angeles
2632,MTV Live,3410269,,,,40.7127837,-74.0059413,New York,US,New York
2636,AURORA Live,3445519,,150 3rd Avenue South,37201,36.160157,-86.7745562,Nashville,US,Nashville
2637,OTB Live,2928793,,1027 Grand Street,,40.7136339,-73.9343932,New York,US,Brooklyn
2638,VQ Live,242193,,,,,,Houston,US,Houston
2640,V-Live,3615404,,1330 Ocean Drive Miami Beach florida,33139,25.784645,-80.130128,Miami,US,Miami Beach
2641,GLM Live,3289339,,1624 Main Street,47904,40.4171471,-86.8780349,Indianapolis,US,Lafayette
2642,NMB Live,2982033,,1430 Willamette Street,97401,44.0439032,-123.0929318,Salem,US,Eugene
2643,KTUH Live!,3837659,,2500 Campus Rd,96822,21.2979324,-157.8208122,Honolulu,US,Honolulu
2644,PA Live,4142349,,62 south franklin street,,41.24564,-75.88435,Philadelphia,US,Wilkes-barre
2646,CB Live,4152334,,21001 N. Tarum Blvd,85050,33.67428,-111.97447,Phoenix,US,Phoenix
2647,KUT Live,456816,,,,,,Sacramento,US,Sacramento
2648,KALX Live!,3883264,,,,,,SF Bay Area,US,Berkeley
2650,V Live,3413584,,"V Live 735 Bourbon Street, 735 Bourbon",70112,29.9595769,-90.0770127,New Orleans,US,New Orleans
2653,Embarcadero Marina Park North,608051,,400 Kettner Blvd.,92101,32.70882,-117.16946,San Diego,US,San Diego
2654,The Beacon Theatre,2558444,,401 N Main St,23860,37.30479,-77.28721,Hopewell,US,Hopewell
2655,Florida Theatre Jacksonville,732,,128 E. Forsyth St.,32202,30.32645,-81.65554,Jacksonville,US,Jacksonville
2656,"Lazzarra Theatre, University of North Florida",1887578,,One UNF Drive,32224,30.2706682,-81.5104313,Jacksonville,US,Jacksonville
2657,Mission Ballroom,4184264,,4242 Wynkoop Street,80216,39.77401,-104.97237,Denver,US,Denver
2658,Mission City Ballroom @ Santa Clara Convention Center,527586,,5001 Great America Pkwy,95054,37.4037121,-121.9756102,SF Bay Area,US,Santa Clara
2659,Mission Beach Ballroom,120528,,,,,,San Diego,US,San Diego
2660,Northwell Health at Jones Beach Theater,633,14400,1000 Ocean Pkwy.,11793,40.60114,-73.50252,New York,US,Wantagh
2661,Belly Up Aspen,9408,450.0,450 S Galena St.,81611,39.1876015,-106.8190064,Denver,US,Aspen
2662,Belly Up / Aspen Art Museum / St. Regis / Victoria's & More,4193234,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2663,Belly Up / Aspen Art Museum / the Little Nell / St. Regis / Victoria's & More,4193224,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2664,Belly Up / Aspen Art Museum / the Little Nell / St. Regis / Victoria's / Sky Gallery & More,4220994,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2665,Belly Up / Velvet Buck / Aspen Art Museum / the Little Nell / Victoria's / Cafe Ink,4190159,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2666,Belly Up / Velvet Buck / Aspen Art Museum / Victoria's / Cafe Ink,4190154,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2667,Belly Up / Aspen Art Museum / St. Regis / Victoria's / Sky Gallery & More,4220999,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2668,Belly Up / Velvet Buck / Aspen Art Museum / Victoria's,4191854,,JAS June Experience,,39.19314,-106.82124,Denver,US,Aspen
2669,The Tiger Room,4114274,400,6112 Preston Hwy,40219,38.16159,-85.70018,Louisville,US,Louisville
2670,Britt Pavilion,53223,,350 First St,97530,42.3132882,-122.9714181,Salem,US,Jacksonville
2673,CONSTELLATION ROOM,1484608,,3503 South Harbor Boulevard,92704,33.69984,-117.91945,Los Angeles,US,Santa Ana
2680,EXPRESS LIVE!,777,2200.0,405 Neil Avenue,43215,39.96969,-83.00978,Columbus,US,Columbus
2682,STAGE AE,1152511,5500.0,400 North Shore Drive,15212,40.4459,-80.01151,Pittsburgh,US,Pittsburgh
2685,THE GARAGE,68388,,75 Civic Center Parkway,55337,44.7657691,-93.2743603,Twin Cities,US,Burnsville
2709,BAR DKDC,2328159,,964 South Cooper,38104,35.1194215,-89.9908018,Memphis,US,Memphis
2712,STAR BAR,48443,,268 Main Street,84060,40.6420727,-111.4948349,Salt Lake City,US,Park City
2720,Verizon Arena,498001,18000,1 Verizon Arena Way,72114,34.75494,-92.26431,Little Rock,US,North Little Rock
2721,De Jong Concert Hall,937571,,"Harris Fine Arts Center, BYU",84604,40.25255,-111.65761,Salt Lake City,US,Provo
2722,Star Theater,1293351,,13 NW 6th Ave,97204,45.52335,-122.6765882,Portland,US,Portland
2723,Circle Star Theater,77998,,,,,,SF Bay Area,US,San Carlos
2724,Holiday Star Theater,74248,,I-65 & U.S. 30,,41.4715556,-87.325859,Chicago,US,Merrillville
2725,Ohio Star Theater,4033289,,"1387 Old, OH-39",44681,40.50796,-81.60672,Tuscarawas County,US,Sugarcreek
2726,Star Theater,128084,,402 N. Coast Hwy,92054,33.19788,-117.38088,San Diego,US,Oceanside
2727,Great Star Theater,2482159,,636 Jackson St.,94133,37.7961528,-122.4058973,SF Bay Area,US,San Francisco
2728,Desert Star Dinner Theater,719556,,,,,,Salt Lake City,US,Murray
2729,Five Star Productions Theater,3176679,,801 North A Street,72901,35.3868648,-94.4226161,Tulsa,US,Fort Smith
2730,Star Theater,2421284,,840 Ralph David Abernathy Blvd. SW,30310,33.737915,-84.415199,Atlanta,US,Atlanta
2731,Star Theater,3981519,,209 East Main Street,65793,36.99178,-91.96875,Springfield,US,Willow Springs
2732,Star Theater,2711633,,44 Main Street,13320,42.7972148,-74.7516993,Rochester,US,Cherry Valley
2733,Star Theater,285266,,,,,,Bay City,US,Bay City
2734,Star Theater at Spokane Arena.,3079829,,720 West Mallon Avenue,99201,47.6655476,-117.4236976,Spokane,US,Spokane
2736,Northern Star Theater,111801,,,,,,Mecosta,US,Mecosta
2737,Ohio Star Theater,3748229,,"1387 Old Route 39 NE, Sugarcreek",44681,40.5078942,-81.6070537,Dover,US,Dover
2738,Carlsbad Star Theater,213973,,,,,,San Diego,US,Carlsbad
2739,First Star Center Theater,76678,,,,,,Cincinnati,US,Cincinnati
2740,The Evening Star Theater,2604333,,Niagara Falls Blvd,,43.0960177,-78.9515909,Buffalo,US,Niagara Falls
2741,"IP Casino, Resort & Spa",13513,,850 Bayview Ave.,39530,30.41247,-88.89228,Mobile,US,Biloxi
2742,"Studio A, IP Casino, Resort & Spa",821221,,850 Bayview Ave.,39530,30.4124661,-88.8922844,Mobile,US,Biloxi
2743,"Chill Ultra Lounge, IP Casino, Resort & Spa",1784643,,850 Bayview Ave.,39530,30.4124661,-88.8922844,Mobile,US,Biloxi
2744,"Thirty-Two Ultralounge, IP Casino, Resort & Spa",1821968,,850 Bayview Ave.,39530,30.4124661,-88.8922844,Mobile,US,Biloxi
2745,Taft Theatre,951,,317 East 5th Street,45202,39.101621,-84.507227,Cincinnati,US,Cincinnati
2746,The Ballroom at Taft Theatre,1658968,,317 East 5th Street,45202,39.101621,-84.507227,Cincinnati,US,Cincinnati
2747,Music Farm,31343,800,32 Ann St,29403,32.78971,-79.93833,Columbia,US,Charleston
2748,Tipitinas Big Room,825151,,,,,,New Orleans,US,New Orleans
2749,ShoWare Center,48376,,625 West James Street,98032,47.38675,-122.24128,Tacoma,US,Kent
2750,Wildwood Smokehouse and Saloon,504196,,4919 B Walleye Drive Se,52240,41.67163,-91.45237,Des Moines,US,Iowa City
2751,The Theater at MGM National Harbor,3424299,,101 MGM National Ave,20745,38.7939,-77.01178,Washington,US,Oxon Hill
2752,Elsinore Theatre,35246,,170 High Street,97301,44.93893,-123.03732,Salem,US,Salem
2753,Historic Elsinore Theatre,806801,,170 High St,97301,44.9389257,-123.0373174,Salem,US,Salem
2756,Union Chapel Theatre,419366,,55 Narragansett Ave,02539,41.45433,-70.55805,Oak Bluffs,US,Oak Bluffs
2757,Memorial Chapel - Union College,47859,,807 Union Street,12308,42.81557,-73.93062,Springfield,US,Schenectady
2758,Union Chapel,1021361,,15 Wachusett Ave,02647,41.631766,-70.303957,Hyannis Port,US,Hyannis Port
2760,Union Chapel,3701064,,,,38.7292137,-87.6816927,Lawrenceville,US,Lawrenceville
2761,"Danforth Chapel, Iowa Memorial Union",2555084,,125 N Madison St,52242,41.6598909,-91.5377217,Des Moines,US,Iowa City
2762,"Union College, Boatman Chapel",746541,,,,,,Barbourville,US,Barbourville
2763,Union Chapel United Methodist Church,1566973,,82 Chapel Lane,25411,39.4889915,-78.2961625,Berkeley Springs,US,Berkeley Springs
2764,Gm Savage Chapel- Union University,1072176,,1050 Union University Drive,38305,35.6819593,-88.8582051,Memphis,US,Jackson
2765,Union Chapel Church,4069074,,806 Main St,98660,45.62754,-122.67197,Vancouver,US,Vancouver
2766,WinStar World Casino & Resort,60940,,"Exit 1, I-35",73459,33.7577852,-97.1320391,Plano,US,Thackerville
2767,"Global Event Center, WinStar World Casino",1549263,,777 Casino Avenue,73459,33.7577852,-97.1320391,Plano,US,Thackerville
2768,"The Colosseum, WinStar World Casino",2916268,,777 Casino Avenue,73459,33.75785,-97.13245,Plano,US,Thackerville
2769,Win Star World Casino,1189586,,,,,,Plano,US,Thackerville
2770,"Rome Stage, WinStar World Casino",1304136,,I-35,73459,33.78796,-97.134993,Plano,US,Thackerville
2771,"Mist, WinStar World Casino",2951418,,"Exit 1, I-35 N Hwy",73459,33.7934373,-97.143068,Plano,US,Thackerville
2772,"Outdoor Venue, WinStar World Casino",2934658,,,73459,33.7934373,-97.143068,Plano,US,Thackerville
2773,Prairie Knights Casino & Resort,105776,,7932 Highway 24,58538,46.1426362,-100.6810003,Fort Yates,US,Fort Yates
2774,Toyota Center,14179,,7100 W Grandridge Blvd,99336,46.21705,-119.21736,Spokane,US,Kennewick
2775,Town Toyota Center,359271,,1300 Walla Walla Ave,98801,47.44235,-120.32167,Wenatchee,US,Wenatchee
2776,Retter & Company Theater at the Toyota Center,4036514,,7000 W Grandridge Blvd,99336,46.22022,-119.21714,Spokane,US,Kennewick
2777,"Carpenter Theatre, Dominion Energy Center",498686,,600 E. Grace St.,23219,37.54153,-77.43719,Richmond,US,Richmond
2778,Shoreline Amphitheatre,514,22000,1 Amphitheatre Parkway,94043,37.42332,-122.07803,SF Bay Area,US,Mountain View
2779,Dell Music Center,1901498,,33rd St & Ridge Ave & Dauphin St,19131,39.992859,-75.229309,Philadelphia,US,Philadelphia
2780,Gabe's Oasis,38637,400.0,330 E. Washington St.,52240,41.660417,-91.530458,Des Moines,US,Iowa City
2781,Gabe's,3014784,,,,41.6624604,-92.0665197,Iowa,US,Iowa
2782,Gabe's Downstairs,1962294,,,,,,Des Moines,US,Iowa City
2783,Gabes,3198738,,,,41.6611277,-91.5301683,Des Moines,US,Iowa City
2784,Babe's,1184591,,5614 Schroeder Road,53711,43.0465473,-89.4774117,Madison,US,Madison
2785,Gabe’s Inc,4015374,,,,,,Des Moines,US,Iowa City
2786,Gabe's Backstage Lounge,563471,,214 N. Green Bay Rd,60040,42.2003014,-87.8088533,Highwood,US,Highwood
2787,Sam and Gabe's,2744643,,8631 Hickman Road,,41.6149725,-93.737775,Des Moines,US,Urbandale
2788,Babe's,157648,,,,,,Richmond,US,Richmond
2789,Gabe's by the Park,1614213,,991 Lexington Pkwy. N.,55108,44.970984,-93.147274,Twin Cities,US,St. Paul
2790,Babes,274481,,,,,,Austin,US,Austin
2791,Gabe Gate,3223849,,127 Lounsberry Hollow Rd,07461,41.2258629,-74.489723,Sussex,US,Sussex
2792,The Original Gabe's,2520734,,991 Lexington Parkway N,,44.970984,-93.147274,Twin Cities,US,St. Paul
2793,Babes,78920,,,,,,New York,US,Brooklyn
2794,Babes,4101639,,221 Main Street,,43.83107,-72.63371,Bethel,US,Bethel
2795,La Hacienda Dos Amig@s (coco and Gabe's House in Inglewood),2451059,,TBA,37216,36.1390584,-86.8072641,Nashville,US,Nashville
2796,Gabe Gate,3156689,,,,41.1947018,-74.4937943,Vernon,US,Vernon
2797,Gabe's House,3437874,,,,42.3265152,-122.8755949,Salem,US,Medford
2798,The Anthem,3552789,6000,901 Wharf St SW,20024,38.88009,-77.02611,Washington,US,Washington
2799,Roseland Theater,32177,1480.0,10 Nw 6th Avenue,97209,45.5233129,-122.6764367,Portland,US,Portland
2800,"Peter's Room, Roseland Theater",35263,,8 NW Sixth Ave.,97209,45.52334,-122.67633,Portland,US,Portland
2801,Roseland Theater,2722758,,48 Market Street,23417,37.7120311,-75.7485435,Washington,US,Onancock
2802,Stargazers Theater,4012379,,,80910,38.80643,-104.7696,Colorado Springs,US,Colorado Springs
2803,Stargazers Theater & Event Center,4112769,,10 South Parkside Drive,80910,38.83182,-104.78537,Colorado Springs,US,Colorado Springs
2804,Sprint Pavilion,722481,3500,700 E. Main St.,22902,38.029236,-78.4766141,Richmond,US,Charlottesville
2805,"Fox Theater, Foxwoods Casino",166573,,39 Norwich Westerly Rd,06339,41.47836,-71.96309,Mashantucket,US,Mashantucket
2806,Foxwoods Casino & Resort,62754,,350 Trolley Line Blvd.,06338,41.47418,-71.96047,Mashantucket,US,Mashantucket
2807,"Premier Ballroom, Foxwoods Resort Casino",1626928,,350 Trolley Line Blvd.,06338,41.4739691,-71.9607834,Mashantucket,US,Mashantucket
2808,"Great Cedar Exhibition Hall, Foxwoods Resort Casino",1576823,,350 Trolley Line Blvd.,06338,41.4739691,-71.9607834,Mashantucket,US,Mashantucket
2809,Grand Pequot Ballroom at Foxwoods Casino,2952198,,350 Trolley Line Blvd.,06338,41.4739246,-71.9612122,Mashantucket,US,Mashantucket
2810,Artpark Amphitheater,1810573,,450 South 4th St.,14092,43.1656622,-79.045296,Buffalo,US,Lewiston
2811,Martin Luther King Jr Arena,4015119,,,31401,32.08126,-81.08098,Augusta,US,Savannah
2812,Whisky A Go Go,16270,500.0,8901 W Sunset Blvd,90069,34.0908029,-118.3857196,Los Angeles,US,West Hollywood
2813,The Whisky A-Go-Go,92274,,,,,,SF Bay Area,US,San Francisco
2817,Ralston Arena,2019104,,7300 Q St.,68127,41.20701,-96.02637,Omaha,US,Omaha
2818,Side Room Lounge at Ralston Arena,3939144,,,,,,Omaha,US,Omaha
2819,DAR Constitution Hall,1095,3702,"1776 D Street, NW",20006,38.8936076,-77.0397162,Washington,US,Washington
2820,"SummerStage, Central Park",732111,,5th Avenue and 69th Street,10021,40.77052,-73.96844,New York,US,New York
2821,"Summer Stage, Central Park",3319774,,,10019,40.7687,-73.99182,New York,US,New York
2822,Skipper's Smokehouse,11031,,910 Skipper Road,33613,28.08047,-82.45056,Tampa,US,Tampa
2823,Matthew Knight Arena,1161206,,1776 E. 13th Ave,97403,44.044972,-123.066824,Salem,US,Eugene
2824,Concord Pavilion,640,12500.0,2000 Kirker Pass Road,94521,37.960355,-121.939656,SF Bay Area,US,Concord
2825,Route 29 Pavilion,2700978,,5650 Sandusky Blvd,28027,35.35216,-80.68958,Charlotte,US,Concord
2826,Pavilion,115991,,,,,,Manchester,US,Concord
2827,Capital One Arena,3640349,20278,601 F Street NW,20004,38.89801,-77.021,Washington,US,Washington
2828,Greensboro Coliseum Complex,35882,,1921 W. Lee St.,27403,36.0597573,-79.8256684,Greensboro,US,Greensboro
2829,"War Memorial Auditorium, Greensboro Coliseum Complex",13261,,1921 W. Lee St.,27403,36.0597573,-79.8256684,Greensboro,US,Greensboro
2830,White Oak Amphitheatre at the Greensboro Coliseum Complex,2865463,,Hanner Street,27403,36.05496,-79.82725,Greensboro,US,Greensboro
2831,"Special Events Center, Greensboro Coliseum Complex",100427,,1921 W. Lee St.,,36.05863,-79.82613,Greensboro,US,Greensboro
2832,The Fieldhouse at Greensboro Coliseum Complex,3648954,,1921 West Gate City Blvd,27403,36.0586817,-79.8261312,Greensboro,US,Greensboro
2833,The Machine Shop,5129,550,3539 South Dort Highway,48507,42.9909791,-83.6535262,Detroit,US,Flint
2834,Bon Secours Wellness Arena,1490,,650 N. Academy St.,29601,34.8528071,-82.3916281,Charlotte,US,Greenville
2835,Kresge Auditorium-mi,4296004,,,49643,44.64537,-85.76761,Interlochen,US,Interlochen
2836,"Kresge Auditorium, Interlochen Center for the Arts",70568,,4000 M-137,49643,44.632688,-85.767474,Interlochen,US,Interlochen
2837,"Kresge Auditorium, MIT",54851,,48 Massachusetts Avenue,02139,42.35822,-71.0948,Boston / Cambridge,US,Cambridge
2838,The Pavilion at Pan Am Plaza,4102539,,201 S. Capitol Avenue,46225,39.76368,-86.16143,Indianapolis,US,Indianapolis
2839,Colonial Life Arena,30486,,801 Lincoln St.,29201,33.99482,-81.03704,Columbia,US,Columbia
2840,The Moxi Theater,2321299,426,802 9th Street,80631,40.4237977,-104.6912322,Denver,US,Greeley
2841,The Grand Opera House,1126,,818 N. Market Street,19801,39.743751,-75.548483,Wilmington,US,Wilmington
2842,"Copeland Hall, Grand Opera House",3421199,,,,39.7390721,-75.5397878,Wilmington,US,Wilmington
2843,Grand Opera House-de,4235459,,,19801,39.73126,-75.54514,Wilmington,US,Wilmington
2844,JM Family Studio Theater,3264224,,201 SW 5th Avenue,33312,26.11987,-80.14927,Fort Lauderdale,US,Fort Lauderdale
2845,BB&T Pavilion,15033,25000.0,1 Harbour Blvd.,08103,40.0177386,-75.0004321,Philadelphia,US,Camden
2846,BB’s Jazz Blues & Soups,231518,,700 S. Broadway,63102,38.6197856,-90.1921472,St Louis,US,St Louis
2847,BB&T Center,2008454,20737.0,1 Panther Parkway,33323,26.155362,-80.33023,Fort Lauderdale,US,Sunrise
2848,BB&T Arena,513066,,500 Louie B. Nunn Dr.,41099,39.03178,-84.46331,Cincinnati,US,Highland Heights
2851,BB & T pavillion,3913019,,,,,,Philadelphia,US,Camden
2852,S.P.A.C.E.,34741,250.0,1245 Chicago Avenue,60202,42.040885,-87.680072,Chicago,US,Evanston
2863,MOTR,1110616,,1345 Main St.,45202,39.1110821,-84.5123579,Cincinnati,US,Cincinnati
2865,BB&T Ballpark,1053501,,951 Ballpark Way,27018,36.091816,-80.255274,Winston-Salem,US,Winston-Salem
2866,B.L.U.E.S.,34712,,2519 N. Halsted St.,60614,41.927885,-87.64849,Chicago,US,Chicago
2867,FLUXX,1018596,1000.0,500 4th Ave,92101,32.710648,-117.161146,San Diego,US,San Diego
2872,BAR,79083,,254 Crown Street,06511,41.306174,-72.9300026,Bridgeport,US,New Haven
2874,SXSW,37999,,Austin TX,78705,30.29617,-97.73895,Austin,US,Austin
2878,CODA,3155464,,2247 Professor Ave.,44113,41.4816154,-81.6863595,Cleveland,US,Cleveland
2882,NOTO,3460734,,1209 Vine St,19107,39.9579,-75.15893,Philadelphia,US,Philadelphia
2886,BB&T Ballpark,2661138,,324 S. Mint St.,28202,35.227531,-80.848698,Charlotte,US,Charlotte
2890,SPIN,30269,,2028 Hancock Street,92110,32.7444307,-117.1882799,San Diego,US,San Diego
2893,FLOYD,2462434,,34 NE 11th Street,,25.78448,-80.19314,Miami,US,Miami
2895,Dover Downs Hotel & Casino,2148,,1131 North Dupont Highway,19901,39.18834,-75.53296,Wilmington,US,Dover
2896,Atlanta Botanical Garden,17171,,1345 Piedmont Ave. NE,30309,33.79001,-84.37386,Atlanta,US,Atlanta
2897,Gainesville Botanical Garden,2973228,,,30501,34.31938,-83.81548,Atlanta,US,Gainesville
2898,The Wiltern,780,2300,3790 Wilshire Blvd,90010,34.06194,-118.30884,Los Angeles,US,Los Angeles
2899,Comerica Center,4240359,,,75034,33.13765,-96.85654,Plano,US,Frisco
2900,Edgewater E Center,3002909,,2020 S. Casino Drive,89029,35.16143,-114.57138,Henderson,US,Laughlin
2901,Columbus Theatre,2850,,270 Broadway,02903,41.820408,-71.4263715,Providence,US,Providence
2902,Upstairs at the Columbus Theatre,2859788,,270 Broadway,02903,41.82036,-71.426339,Providence,US,Providence
2903,Southern Theatre,2896,,21 E. Main Street,43215,39.95617,-82.99878,Columbus,US,Columbus
2904,Eyeland Studios at the Columbus Theatre,3584399,,270 Broadway,02903,41.8201515,-71.4262809,Providence,US,Providence
2905,Palace Theatre,748,,34 West Broad Street,43215,39.9622666,-83.0016924,Columbus,US,Columbus
2906,Lincoln Theatre,503961,,769 E. Long St.,43203,39.9672,-82.98057,Columbus,US,Columbus
2907,Columbus Dance Theatre: Fisher Theatre,2050979,,PO Box 82630,43202,40.02155,-83.00928,Columbus,US,Columbus
2908,Ohio Theatre,4732,,55 East State St.,43215,39.95986,-82.99893,Columbus,US,Columbus
2909,Midland Theatre,10831,,36 North Park Place,43055,40.0591,-82.401607,Columbus,US,Newark
2910,Capitol Theatre,628951,,77 S High St,43215,39.96056,-83.000336,Columbus,US,Columbus
2911,"Bill Heard Theatre, RiverCenter",4414,,900 Broadway,31901,32.463851,-84.992493,Columbus,US,Columbus
2912,The Athenaeum Theatre,3884249,,32 N. 4th St.,43215,39.96377,-82.99602,Columbus,US,Columbus
2913,Davidson Theatre,3369059,,77 S High St,43215,39.96045,-83.00117,Columbus,US,Columbus
2914,The Crump Theatre,351216,,425 Third Street,47201,39.2013952,-85.9206753,Beanblossom,US,Columbus
2915,Lincoln Theatre Ballroom,3175719,,769 E. Long St (2nd Floor),43203,39.96697,-82.98064,Columbus,US,Columbus
2916,"Bronwynn Theatre, McConnell Arts Center",2912723,,,,40.0931191,-83.017962,Columbus,US,Worthington
2917,Speaker Jo Ann Davidson Theatre (formerly Capitol Theatre),4012969,,55 E State Street,43215,39.96001,-82.99875,Columbus,US,Columbus
2918,The State Theatre,18523,,313 Pine Avenue,31701,31.5788,-84.15493,Columbus,US,Albany
2919,The Harlequin Theatre,3093054,,2380 25th St.,47203,39.22323,-85.89095,Beanblossom,US,Columbus
2920,Atheneum Theatre,4082344,,,,,,Columbus,US,Columbus
2921,Strand Theatre,1888988,,28 E. Winter Street,43015,40.3000623,-83.06649,Columbus,US,Delaware
2922,Stage Door Cabaret Series at the Midland Theatre,3944004,,Midland Theatre  36 North Park Place,43055,40.0591,-82.40161,Columbus,US,Newark
2923,Studio Theatre,781871,,,,,,Columbus,US,Columbus
2924,Theatre Albany,3220154,,514 Pine Avenue,31701,31.5779228,-84.1602619,Columbus,US,Albany
2925,Dublin Community Theatre,1088151,,5600 Post Rd,,40.1072741,-83.1392741,Columbus,US,Dublin
2926,Athena Theatre,274536,,,,,,Columbus,US,Athens
2927,MadLab Theatre & Gallery,1877443,,227 North 3rd,43215,39.9673783,-82.9991144,Columbus,US,Columbus
2928,The Paxton Theatre,4330584,305.0,133 E. Main St,45612,39.33411,-82.97819,Columbus,US,Chillicothe
2929,JoAnn Davidson Theatre,4006599,,77 S High St,43215,39.96064,-83.00097,Columbus,US,Columbus
2930,"Woltosz Theatre, Gogue Performing Arts Center",4313574,,910 South College Avenue,36849,32.58854,-85.48498,Columbus,US,Auburn
2931,"LeFevre Hall, Black Box Theatre",243028,,,,,,Columbus,US,Newark
2932,Park Street Theatre,2927533,,,43215,39.9602601,-83.0092803,Columbus,US,Columbus
2933,"Barnett Theatre, Osu Department of Dance",4341268,,1813 N High St,43210,39.99947,-83.00864,Columbus,US,Columbus
2934,Fort Hayes Performing Arts Theatre,3128499,,546 Jack Gibbs Blvd,43215,39.9739487,-82.9859322,Columbus,US,Columbus
2935,"Schottenstein Theatre, McCoy Center",4339475,,,,,,Columbus,US,New Albany
2936,Orchestra Hall-mn,4013264,,,55403,44.96913,-93.2879,Twin Cities,US,Minneapolis
2937,Orchestra Hall,1546,,1111 Nicollet Ave.,55403,44.9698043,-93.277812,Twin Cities,US,Minneapolis
2938,Target Atrium - Orchestra Hall,3372234,,,55403,44.9691279,-93.2878982,Twin Cities,US,Minneapolis
2939,Nederland Performing Arts,3352339,,2101 18th Street,77627,29.97906,-94.00658,Nederland,US,Nederland
2940,Nederland Performing Arts Center,3008179,,2101 18th Street,77627,29.9790635,-94.0065817,Nederland,US,Nederland
2941,Nederland High School Performing Arts Center,441931,,,,,,Nederland,US,Nederland
2942,Nisd Performing Arts Center,2438189,,2101 18th Street,77627,29.9790635,-94.0065817,Nederland,US,Nederland
2943,"Quillen Arena, Delaware State Fair",4341254,,,19952,38.92372,-75.5777,Harrington,US,Harrington
2944,Miller Symphony Hall,2165569,,23 North 6th St.,18101,40.60304,-75.46985,Philadelphia,US,Allentown
2945,UPMC Events Center,4169244,,Sewall Center Dr,15108,40.52041,-80.21385,Pittsburgh,US,Pittsburgh
2946,NOS Events Center,12,55000.0,689 S. E St.,92408,34.08973,-117.29406,Los Angeles,US,San Bernardino
2947,UCCU Events Center,1236821,8500.0,800 W. University Pkwy.,84058,40.2773322,-111.712954,Salt Lake City,US,Orem
2948,UTC McKenzie Arena,10988,,"720 East Fourth Street, Dept 3403",37403,35.0510648,-85.3011836,Chattanooga,US,Chattanooga
2949,Borgata Casino Event Center,4012859,,,08401,39.36852,-74.44084,Philadelphia,US,Atlantic City
2950,Provincetown Town Hall,419491,,260 Commercial Street,02657,42.05102,-70.18724,Provincetown,US,Provincetown
2951,Provincetown Town Hall,381651,,,,36.02952,-86.622514,Provincetown,US,Provincetown
2952,Provincetown Town Hall Auditorium,2273794,,,,,,Provincetown,US,Provincetown
2953,Golden Gate Park,5832,,,94118,37.7822891,-122.463708,SF Bay Area,US,San Francisco
2954,"Speedway Meadow, Golden Gate Park",1138321,,Golden Gate Park,94121,37.76904,-122.4835193,SF Bay Area,US,San Francisco
2955,"Polo Field, Golden Gate Park",1539,,Fulton At 36th Avenue / Lincoln At 41st Avenue,94102,37.779471,-122.502448,SF Bay Area,US,San Francisco
2956,"Sharon Meadow, Golden Gate Park",33651,,John F. Kennedy Dr. & Kezar Dr.,94118,37.7714822,-122.4540587,SF Bay Area,US,San Francisco
2957,"Panhandle, Golden Gate Park",51343,,Masonic and Oak,94117,37.7721024,-122.4457526,SF Bay Area,US,San Francisco
2958,"Hellman Hollow, Golden Gate Park",1993439,,,,,,SF Bay Area,US,San Francisco
2959,"Lindley Meadow, Golden Gate Park",2001619,,1000 John F Kennedy Drive,94122,37.7708863,-122.4898366,SF Bay Area,US,San Francisco
2960,Golden Gate Park Amphitheater,80411,,,,,,SF Bay Area,US,San Francisco
2961,Golden Gate State Park,3331924,,1000 John F Kennedy Drive,94122,37.7708863,-122.4898366,SF Bay Area,US,San Francisco
2962,"Bunny Meadows, Golden Gate Park",454591,,,,,,SF Bay Area,US,San Francisco
2963,Route: Golden Gate Park / Station: Everybody Bikes,1417773,,1288 15th Ave,94122,37.7640272,-122.4728293,SF Bay Area,US,San Francisco
2964,Sunday Streets: Golden Gate Park/Great Highway,3873544,,Golden Gate Park/Great Highway,94116,37.7413854,-122.5073888,SF Bay Area,US,San Francisco
2965,"Crissy Field, Golden Gate Park",3053499,,Golden Gate Park,94122,37.76904,-122.4835193,SF Bay Area,US,San Francisco
2966,Sharon Art Studio in Golden Gate Park,4282999,,300 Bowling Green Drive,94122,37.76826,-122.45821,SF Bay Area,US,San Francisco
2967,Verizon Theatre at Grand Prairie,36241,6350.0,1001 Performance Place,75050,32.766852,-96.983464,Dallas - Fort Worth,US,Grand Prairie
2968,The Field @ Verizon Theatre,3229609,,1001 Performance Place,,32.7669692,-96.9825783,Dallas - Fort Worth,US,Grand Prairie
2969,FivePoint Amphitheatre,3558829,,14800 Chinon,92618,33.67474,-117.71402,Los Angeles,US,Irvine
2970,L'Auberge du Lac Casino & Resort,498356,,777 Ave. l'Auberge,70601,30.2078543,-93.2581132,Baton Rouge,US,Lake Charles
