,index,uuid,title,slug,phone,website,age,description,status,featured,capacity,capacity_extra,notes,yelp,twitter,facebook,eventful,img_url,quickpitch,rating,popularity,vote_count,song_types,distance,postal_code,address,longitude,latitude,country_id,state_id,city_id,country,state,state_code,city,created_at,genres,blacklist_genres
10,data,61989060-b9a3-4ea6-9caa-a4deaac89c1d,Sign of the Wagon,sign-of-the-wagon-york-pennsylvania,717.848.1669,http://signofthewagon.com,0,"<p>
	<strong>**Shows are temporarily on hold.&nbsp;</strong>Additional Websites: <a href=""https://www.facebook.com/signofthewagon"" target=""_blank"">Facebook</a> and <a href=""https://twitter.com/signofthewagon"" target=""_blank"">Twitter</a>. &quot;<span style=""font-family: arial, sans-serif; font-size: small;"">Hi, we&#39;re Pete and Lindsey. We use our home to showcase and document local and national artists and musical acts. Being artists ourselves in the creative and historic city of Downtown York, PA, we&#39;ve turned the first floor of the house into an art gallery and intimate music venue. We host a few house concerts a month, and the walls are the home gallery for the art of Lindsey Keeney Richards as well a rotating array of other artists.&quot; They host 1-3 performances per month and have an open house every First Friday from 6-9 PM showcasing Lindsey&#39;s and others&#39; artwork.&nbsp;</span>While the venue is open to all ages, minors must be accompanied by a parent or legal guardian.</p>",enabled,0,0,,"<p>
	<span style=""color: rgb(85, 85, 85); font-family: arial, sans-serif; font-size: 12.8px;"">parkingticket@signofthewagon.com,&nbsp;</span>freebreakfast@rockstop.net<span style=""color: rgb(85, 85, 85); font-family: arial, sans-serif; font-size: 12.8px;"">&nbsp;additional emails. Only list -&nbsp;</span>wannaplay@signofthewagon.com.</p>",,https://twitter.com/signofthewagon,https://www.facebook.com/signofthewagon,V0-001-007495191-7,/resize/216855_214560551890522_5675238_n.jpg,0,5.0,4.375008943830471,3,All Song Types,0,17401,154 E. Philadelphia Street,-76.7246,39.9647,1,275,607,United States,Pennsylvania,PA,York,2013-10-24 16:41:27,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
11,data,8abd8c26-79c2-470d-95b3-8cb4c9508b82,High Note Cafe,high-note-cafe-boise-idaho,208.429.1911,http://www.thehighnotecafe.com,0,"""Your neighborhood hangout for great homemade food made from scratch, locally sourced and organic whenever possible!
A place for FREE live music and other awesome community events."" Shows can be held any night of the week except Wednesday.",enabled,0,48,,"<p>
	highnotecafeboise@gmail.com ?</p>",,,http://www.facebook.com/HighNoteCafe,V0-001-006461176-4,/resize/nigh396721_309062665856307_1068262504_n.jpg,1,4.67,4.362925725583827,6,All Song Types,0,83702,225 N. 5th Street,-116.199,43.6149,1,248,334,United States,Idaho,ID,Boise,2013-05-03 11:31:56,"[{'id': 3, 'genre': 'All Genres', 'order': 0}, {'id': 203, 'genre': 'Acoustic', 'order': 500}]",[]
12,data,ec42f090-35c6-4998-9034-34d9c375958a,The Firmament,the-firmament-greenville-south-carolina,864.616.5101,http://www.firmamentgvl.com,0,"<p>
	Additional Websites: <a href=""http://www.facebook.com/thefirmamentgvl"" target=""_blank"">Facebook</a>,&nbsp;<a href=""https://twitter.com/thefirmamentgvl"" target=""_blank"">Twitter</a>,&nbsp;and <a href=""https://www.instagram.com/thefirmamentgvl/"" target=""_blank"">Instagram</a>. While most show take place Tuesday-Saturday nights, Sundays are possible around holidays. Age requirement may vary.</p>",enabled,0,550,seated.,,,https://twitter.com/thefirmamentgvl,http://www.facebook.com/thefirmamentgvl,V0-001-011758559-6,/resize/18740451_1720911241541535_2152639076344329454_n.jpg,1,4.75,4.3189702006008375,4,All Song Types,0,29607,5 Market Point Drive,-82.2994,34.8243,1,279,656,United States,South Carolina,SC,Greenville,2017-05-17 11:13:11,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
13,data,4991278f-fff3-4041-8481-58a8e1960053,Starry Nites Cafe,starry-nites-cafe-rochester-new-york,585.271.2630,http://starrynitescafe.com,0,"<p>""Cozy cafe in the heart of ARTwalk and The Neighborhood Of The Arts."" They host open mic on Tuesday nights and can host shows Thursday-Saturday nights.</p>",enabled,0,40,inside and 80 outside.,,,,https://www.facebook.com/StarryNitesCafe,V0-001-001896099-1,/resize/starry-nites-cafe.jpg,1,4.75,4.3189702006008375,4,All Song Types,0,14607,696 University Avenue,-77.5841,43.1558,1,271,532,United States,New York,NY,Rochester,2013-02-26 14:42:35,"[{'id': 203, 'genre': 'Acoustic', 'order': 500}, {'id': 6, 'genre': 'Americana', 'order': 500}, {'id': 8, 'genre': 'Bluegrass', 'order': 500}, {'id': 9, 'genre': 'Blues', 'order': 500}, {'id': 28, 'genre': 'Folk', 'order': 500}, {'id': 217, 'genre': 'Singer-Songwriter', 'order': 500}, {'id': 92, 'genre': 'Soft Rock', 'order': 500}]",[]
14,data,33b4bee3-9e54-4911-9f3f-41432932b7c9,Open Chord Music,open-chord-music-knoxville-tennessee,865.281.5874,https://www.openchordmusic.com/live-music-venue,0,"<p>
	Additional Websites: <a href=""https://www.facebook.com/openchordmusic"" target=""_blank"">Facebook</a>,&nbsp;<a href=""https://twitter.com/OpenChordMusic"" target=""_blank"">Twitter</a>, and <a href=""https://www.instagram.com/openchordmusic/"" target=""_blank"">Instagram</a>. ""<span style=""font-family: arial, sans-serif; font-size: small;"">From acoustic and pop to hard rock and blues, The Open Chord Live Music Venue tailors to fans of every musical genre.&nbsp;</span><span style=""font-family: arial, sans-serif; font-size: small;"">Whether you’re attending a Tuesday night poetry slam, a Wednesday night open mic night, Brews and Blues Jam on Thursday evenings, or you’re here to experience one of our many national touring acts, The Open Chord is an intimate venue focused on quality live concertsand customer satisfaction. Its intimate listening room atmosphere will make you feel immediately at home with the performers.</span><span style=""font-family: arial, sans-serif; font-size: small;"">"" They host live music Wednesday-Saturday.</span></p>",enabled,0,250,standing (120 seated).,,,https://twitter.com/OpenChordMusic,https://www.facebook.com/openchordmusic,V0-001-008376329-9,/resize/open.jpg,1,4.6,4.277502192058009,5,All Song Types,0,37919,8502 Kingston Pike,-84.0623,35.9217,1,281,441,United States,Tennessee,TN,Knoxville,2015-08-28 12:19:36,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
15,data,9b5abe8c-8f94-4f1c-8472-ebf896880a7e,Crescendo Espresso Bar + Live Music,crescendo-espresso-bar-live-music-madison-wisconsin,608.284.7908,http://crescendomadison.com,0,"<p>""We are a 49-cap room located on Madison's Monroe Street, just three blocks from the UW-Madison and Edgewood campuses. We do have volume limitations due to our building backing up to the surrounding neighborhood.""&nbsp;While most shows take place Thursday - Saturday nights, they can be held any night of the week.</p>",enabled,0,49,,,,https://twitter.com/crescendomdsn,https://www.facebook.com/crescendomadison,V0-001-007024668-6,/resize/cres_4983.jpg,1,5.0,4.241804215618526,2,All Song Types,0,53711,1859 Monroe Street,-89.4171,43.0647,1,288,461,United States,Wisconsin,WI,Madison,2014-10-14 23:35:34,"[{'id': 203, 'genre': 'Acoustic', 'order': 500}, {'id': 86, 'genre': 'Alt Country', 'order': 500}, {'id': 4, 'genre': 'Alternative', 'order': 500}, {'id': 6, 'genre': 'Americana', 'order': 500}, {'id': 8, 'genre': 'Bluegrass', 'order': 500}, {'id': 9, 'genre': 'Blues', 'order': 500}, {'id': 28, 'genre': 'Folk', 'order': 500}, {'id': 29, 'genre': 'Folk Rock', 'order': 500}, {'id': 42, 'genre': 'Jazz', 'order': 500}, {'id': 217, 'genre': 'Singer-Songwriter', 'order': 500}, {'id': 85, 'genre': 'World', 'order': 500}]",[]
16,data,4d3ac146-dda8-4f9d-9e2d-d91b609c1d96,Iron Oak Post,iron-oak-post-melbourne-florida,321.327.8479,http://ironoakpost.us,21,"<p>
	Additional Websites: <a href=""https://www.facebook.com/IronOakPost/"" target=""_blank"">Facebook</a>&nbsp;and <a href=""https://www.instagram.com/ironoakpost/"" target=""_blank"">Instagram</a>. &quot;A unique overgrown industrial post office themed tavern with 52 craft beer taps, full liquor bar, wine, food, live music, located in downtown Melbourne.&quot; Live music is typically held Thursday-Sunday nights.</p>",enabled,0,300,,,,,https://www.facebook.com/IronOakPost/,V0-001-011386499-0,/resize/16864204_715125135315842_842080888401230598_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,32901,2023 Melbourne Court,-80.6053,28.0778,1,242,2295,United States,Florida,FL,Melbourne,2017-03-12 10:45:41,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
17,data,cf1cdedb-e95d-4375-90e7-83ddd2bc6635,Deerhead Sidewalk Cafe & Bar,deerhead-sidewalk-cafe-bar-evansville-indiana,812.425.2515,https://www.facebook.com/deerheadevansville,21,"<p>
	&quot;<span style=""font-family: arial, sans-serif; font-size: small;"">The Deerhead Sidewalk Cafe is the place to go in Evansville, IN for pizza, sandwiches, salads, and live entertainment.&quot;&nbsp;</span>Live music is held every night of the week except Monday and Thursday. Wednesdays are typically open mic. They have two rooms (the bar and the family room). Bands perform in the bar, where only 21+ are allowed; however, those under 21 can watch from the family room.</p>",enabled,0,100,,,,,,V0-001-000485954-6,/resize/deerhead26319_396313156263_396309246263_4898308_5161223_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,47711,222 E. Columbia Street,-87.5602,37.985,1,250,806,United States,Indiana,IN,Evansville,2009-03-05 14:34:49,"[{'id': 4, 'genre': 'Alternative', 'order': 500}, {'id': 39, 'genre': 'Indie', 'order': 500}, {'id': 41, 'genre': 'Jam Band', 'order': 500}, {'id': 42, 'genre': 'Jazz', 'order': 500}, {'id': 63, 'genre': 'Rock', 'order': 500}]",[]
18,data,dda3de1f-c781-49df-acd8-b3be282eef7a,Dozen Street,dozen-street-austin-texas,512.236.1770,http://www.facebook.com/DozenStreet,21,"<p>
	&quot;<span style=""font-family: arial, sans-serif; font-size: small;"">A new soulful lounge for all types and stripes in the up and coming middle of the East Side. We also have a large parking lot that&#39;s..... FREE!!!&quot;&nbsp;</span>Live music is held Tuesday - Sunday nights with regular performers every night barring Fridays and Saturdays.</p>",enabled,0,0,,"<p>
	Additional booking and promo specs are available&nbsp;<a href=""http://www.dozenstreet.com/bookings/"" rel=""nofollow"" target=""_blank"">HERE</a>.</p>",,,,,/resize/12010604_467371126799464_3191735216589671035_o.jpg,1,5.0,4.241804215618526,2,All Song Types,0,78702,1808 E. 12th Street,-97.7204,30.2738,1,282,321,United States,Texas,TX,Austin,2016-06-30 11:15:34,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
19,data,1581df02-939d-45d9-870b-1c80f2abd321,Evergroove Studio,evergroove-studio-evergreen-colorado,303.674.7618,http://evergroove.com/live/,0,"<p>""<span style=""font-family: arial, sans-serif; font-size: small;"">Evergroove Studio is an affordable, full-service audio recording studio in the mountains just west of Denver, Colorado. We have combined professionally designed rooms, high-quality recording equipment, and a love of all things audio to provide a creative and comfortable environment for all of your recording needs.""&nbsp;</span>This live streaming studio typically hosts performances on the last Thursday of each month and then broadcasts them out over the internet in real time.</p>",enabled,0,30,in the studio.,"<p>
	brad@evergroove.com is also a point of contact</p>",,https://twitter.com/evergroove,https://www.facebook.com/evergroove,V0-001-006797883-7,/resize/12373335_10153676325736206_205879188965965655_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,80439,7939 Black Mountain Drive,-105.384,39.5723,1,238,2228,United States,Colorado,CO,Evergreen,2012-10-10 11:06:41,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
20,data,3913630b-b7e6-4106-bc2f-c1e0b67cad5e,Outlaw Saloon,outlaw-saloon-ogden-utah,801.334.9260,http://www.outlawsaloon.com,21,"<p>
	Additional Website: <a href=""http://www.facebook.com/TheOutlawSaloon"" target=""_blank"">Facebook</a>. &quot;The Outlaw Saloon is the hottest country night club in Utah.&quot; They host live music on Friday and Saturday nights.</p>",enabled,0,800,- 1000,,,,http://www.facebook.com/TheOutlawSaloon,,/resize/outlaw36166_161410517220700_1950911_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,84401,1254 W. 2100 South,-112.01,41.2291,1,283,674,United States,Utah,UT,Ogden,2012-12-07 17:24:55,"[{'id': 17, 'genre': 'Country', 'order': 500}, {'id': 97, 'genre': 'Western', 'order': 500}]",[]
21,data,b125bf85-00e7-414a-9a70-50b316cdedab,PJ's Lager House,pjs-lager-house-detroit-michigan,313.961.4668,http://www.pjslagerhouse.com,21,"<p>They host live music up to 7 nights/week, Tuesday-Sunday. Sundays are reserved for an Acoustic Dinner Series. Events can also be 18+ depending on what is arranged. The Lager House is also a restaurant with vegetarian, vegan, and carnivore food options and performing bands get a discount!</p>",enabled,0,200,,,,https://twitter.com/pjs_lagerhouse,https://www.facebook.com/lagerhouse,V0-001-000367808-7,/resize/pj_5695.jpg,1,5.0,4.241804215618526,2,All Song Types,0,48226,1254 Michigan Avenue,-83.0633,42.3317,1,258,385,United States,Michigan,MI,Detroit,2008-09-02 04:40:43,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]","[{'id': 38, 'genre': 'Hip Hop', 'order': 500}, {'id': 59, 'genre': 'Rap', 'order': 500}]"
22,data,5fa9b44e-b66a-4f9c-aaf3-356a279350fc,First Avenue & 7th Street Entry,first-avenue-7th-street-entry-minneapolis-minnesota,612.332.1775,http://www.first-avenue.com,18,"<p>
	Additional Websites:&nbsp;<a href=""http://www.facebook.com/firstavenue"" target=""_blank"">Facebook</a>&nbsp;and <a href=""http://www.twitter.com/firstavenue"" target=""_blank"">Twitter</a>. Affiliated with <a href=""http://www.indieonthemove.com/venues/view/turf-club-st.-paul-minnesota"">Turf Club</a>, live music is held 7 nights a week on either or both of their 2 stages.</p>",enabled,0,1400,"(1st Avenue), 200 (7th Street Entry).",,,http://www.twitter.com/firstavenue,http://www.facebook.com/firstavenue,V0-001-000417466-7,/resize/277005_9411497299_1607413329_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,55403,701 1st Avenue North,-93.2761,44.9783,1,259,476,United States,Minnesota,MN,Minneapolis,2008-09-02 04:40:43,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
23,data,407c6746-048b-4970-bef6-5a2b9bc7f0fa,Rives Theatre,rives-theatre-martinsville-virginia,276.403.0872,http://rivestheatre.wordpress.com,0,"<p>
	Additional Websites: <a href=""http://www.facebook.com/rivestheatre"" target=""_blank"">Facebook</a>, <a href=""https://twitter.com/RivesTheatre"" target=""_blank"">Twitter</a>, and&nbsp;<a href=""https://www.instagram.com/rivestheatre/"" target=""_blank"">Instagram</a>. This non-profit organization hosts a couple of shows each month usually on Friday and Saturday nights.</p>",enabled,0,400,"standing, 225 seated.",,,https://twitter.com/RivesTheatre,http://www.facebook.com/rivestheatre,V0-001-000904596-2,/resize/26970_339313593231_338876533231_3503445_3576506_n.jpg,1,5.0,4.241804215618526,2,All Song Types,0,24112,215 E. Church Street,-79.8687,36.6899,1,284,1313,United States,Virginia,VA,Martinsville,2010-01-09 13:03:47,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]",[]
24,data,ec05aef0-8e26-497d-be5e-3d5681f339df,The Crosskeys Tavern,the-crosskeys-tavern-chillicothe-ohio,740.774.4157,http://www.facebook.com/crosskeystavern,21,"<p>
	&quot;Crosskeys Tavern is an Irish bar in Chillicothe, Ohio, that offers a great atmosphere where you can have a drink with friends, enjoy a great meal, or watch an up and coming band.&quot; Shows are held on Friday and Saturday nights with open mic on the 1st and 3rd Wednesday of each month. Never a cover charge.</p>",enabled,0,50,seated.,,,,,V0-001-003095962-3,/resize/04ac43_9c1d70ab8284eac83a0fbcb251d6d0f9.jpg_srb_p_635_847_75_22_0_.50_1_.20_0_.jpg,1,5.0,4.241804215618526,2,All Song Types,0,45601,19 E. Main Street,-82.9815,39.3335,1,272,4088,United States,Ohio,OH,Chillicothe,2015-09-22 22:15:56,"[{'id': 3, 'genre': 'All Genres', 'order': 0}]","[{'id': 37, 'genre': 'Hardcore', 'order': 500}, {'id': 38, 'genre': 'Hip Hop', 'order': 500}, {'id': 45, 'genre': 'Metal', 'order': 500}, {'id': 59, 'genre': 'Rap', 'order': 500}, {'id': 68, 'genre': 'Screamo', 'order': 500}, {'id': 78, 'genre': 'Thrash', 'order': 500}]"
