,venue_name,id,capacity,street,zip,latitude,longitude,metro_area
5836,B.L.U.E.S.,34712,,2519 N. Halsted St.,60614,41.927884999999996,-87.64849,Chicago
5837,CD-Kaserne,588381,,Hannoversche Straße 30b,29221,52.614959999999996,10.07982,Celle
5838,FLUXX,1018596,1000.0,500 4th Ave,92101,32.710648,-117.161146,San Diego
5839,PPC,101199,,Neubaugasse 6,8020,47.0761149,15.431553099999999,Graz
5840,BETA,811381,150.0,Øresundsvej 6,2300,55.657955,12.609318,Copenhagen
5841,CD & Me,412716,,23320 S. Lagrange Rd.,60423,41.465237,-87.886176,Frankfort
5842,CODA,2459729,500.0,794 Bathurst Street,M5R 3G1,43.66541760000001,-79.4114579,Toronto
5843,BAR,79083,,254 Crown Street,06511,41.306174,-72.9300026,Bridgeport
5844,SXSW,37999,,Austin TX,78705,30.29617,-97.73895,Austin
5845,OCCII,71302,,Amstelveenseweg 134,1075 XL,52.3702157,4.8951679000000015,Amsterdam
5846,SWX,3111264,,15 Nelson Street,BS1 2JY,51.4567969,-2.5922435,Bristol
5847,CODA,3155464,,2247 Professor Ave.,44113,41.481615399999995,-81.6863595,Cleveland
5848,RASA,82483,350.0,Pauwstraat 13a,3512 TG,52.09453060000001,5.1177876,Utrecht
5849,WORM,166258,600.0,Boomgaardsstraat 71,3012 XA,51.9156987,4.4763384,Rotterdam
5850,CD Central,92722,,377 South Limestonest.,40508,38.042109,-84.503576,Lexington
5851,FRÜIT,1148671,,62-63 Humber St,HU1 1TU,53.73932480000001,-0.3345548,Hull
5852,REBEL,3417329,,11 Polson St.,M5A 1A4,43.6409,-79.35459,Toronto
5853,REFLEKTOR,3128369,,Place Xavier Neujean 24,4000,50.64271,5.568,Liège
5854,NOTO,3460734,,1209 Vine St,19107,39.9579,-75.15893,Philadelphia
5855,L.V.C.,57159,,Breestraat 66,2311 CS,52.1592908,4.489170099999999,Leiden
5856,ACU,69178,,"Voorstraat, 71",3512,52.0950592,5.1220369,Utrecht
5857,ARC,8290,,Dovecot Street,TS18 1LL,54.564117700000004,-1.3178451,Middlesbrough
5858,HÄKKEN,3065139,,"Klubhaus St.Pauli, Spielbudenplatz 21-22",20359,53.549209999999995,9.964260000000001,Hamburg
5859,WOMB,46018,,"2-16 MARUYAMA-CHO, SHIBUYAKU / 150-0044 東京都 渋谷区円山町2-16",150-0044,35.6566135,139.6943282,Tokyo
5860,KSET,52215,350.0,Unska 3,10000,45.80216,15.97016,Zagreb
5861,SPIN,30269,,2028 Hancock Street,92110,32.744430699999995,-117.18827990000001,San Diego
5862,PMK,79073,,Viaduktbogen 16 (Büro) Viaduktbogen 19 - 20 (Veranstaltungen) A,6020,,,Innsbruck
5863,AAA,1143316,,"Below Archangel, 11-13 Kensington High St",W8 5NP,51.5022572,-0.1880291,London
5864,FLOYD,2462434,,34 NE 11th Street,,25.78448,-80.19314,Miami
5865,CCH,46348,,Marseiler Straße,20355,53.561719999999994,9.98735,Hamburg
5866,BCM,473696,,"Magalluf Av S'Olivera, s/n",07181,39.551222100000004,2.5693337000000005,Palma De Mallorca
5867,X,37333,,Bünder Straße 82-86,32051,52.13058,8.66715,Herford
5868,BUTTERFLY,2476589,,京都市中京区大黒町67-3　FORUM西木屋町 B1F,604-8031,35.0078867,135.76974040000002,Kyoto
5869,VORTEX,54800,,Auf Den Hütten 4,57076,50.898,8.02927,Siegen
5870,FIRE,956401,1000.0,209 Commerce Street,39201,32.2979487,-90.17991409999999,Jackson
5871,MXTP,356256,350.0,1115 N. Taylor Ave.,49503,42.982499600000004,-85.6684994,Grand Rapids
5872,IMPART,182893,,ul. Mazowiecka 17,50-412,51.10754,17.05089,Wrocław
5873,SAT,79158,,"1201, Boul. Saint-Laurent",H2X 2S6,45.50945460000001,-73.5628295,Montreal
5874,S.P.A.C.E.,34741,250.0,1245 Chicago Avenue,60202,42.040884999999996,-87.680072,Chicago
5875,Whisky A Go Go,16270,500.0,8901 W Sunset Blvd,90069,34.0908029,-118.3857196,Los Angeles
5876,A38 Ship / A38 Hajó,69972,,"Petőfi bridge, Buda side / Petőfi Hid, Budai hidfo",,47.479023100000006,19.0637775,Budapest
5877,KOKO,13725,1410.0,1A Camden High Street,NW1 7JE,51.534617,-0.13833800000000002,London
5878,L'OLYMPIA,35050,1996.0,"28, BD DES CAPUCINES",75009,48.87022,2.32833,Paris
5879,BlÅ,32625,,Brenneriveien 9C,0182,59.920352,10.7527981,Oslo
5880,d.b.a,147198,,618 Frenchmen St,70116,29.9640086,-90.0577978,New Orleans
5881,XOYO,1005531,500.0,32-37 Cowper Street,EC2A 4AP,51.52551679999999,-0.0858669,London
5882,VERA,45602,450.0,Oosterstraat 44,9711 NV,53.2170435,6.5700435,Groningen
5883,MTELUS,20838,2300.0,59 Sainte-Catherine St. E.,H2X 1K5,45.510529999999996,-73.56336999999998,Montreal
5884,I.BOAT,1449853,,Bassin à flot n° 1,33000,44.863279999999996,-0.5554899999999999,Bordeaux
5885,TRIX,61048,432.0,Noordersingel 28-30,2140,51.219590000000004,4.448519999999999,Antwerp
5886,MTC,69414,300.0,Zülpicher Straße 10,50674,50.9301041,6.9385506999999995,Cologne
5887,M.A.U. Club,134058,,Warnowufer 56,18057,54.0934652,12.1174543,Rostock
5888,Circle-A Café,757026,,932 E. Chambers St.,53212,43.073043299999995,-87.8992719,Milwaukee
5889,ROCKHAL,548781,6500.0,"5, AVENUE DU ROCK'N'ROLL / QUARTIER BE",4361,49.50096,5.9463099999999995,Esch Sur Alzette
5890,A and R Music Bar,527666,,391 Neil Ave.,43215,39.969488,-83.010005,Columbus
5891,Werk 2 - Halle A,33803,,Kochstraße 132,04277,51.310402,12.372615199999998,Leipzig
5892,MOTR,1110616,,1345 Main St.,45202,39.1110821,-84.5123579,Cincinnati
5893,Le Poste à Galène,88961,,"103, Rue Ferrari",13005,43.2932698,5.3917483,Marseille
5894,A-Trane,484466,,Bleibtreustraße 1,10625,52.50729000000001,13.319939999999999,Berlin
5895,BIRD,1424043,375.0,Raampoortstraat 26,3032AH,51.9266376,4.4788255999999995,Rotterdam
5896,"David A. Straz, Jr. Center for the Performing Arts",800701,,1010 N. W.C. MacInnes Place,33602,27.951644,-82.463882,Tampa
5897,B.L.U.E.S.,34712,,2519 N. Halsted St.,60614,41.927884999999996,-87.64849,Chicago
5898,L'Entrepôt à Arlon,612511,250.0,2 Rue Zénobe Gramme,B-6700,49.68075,5.80538,Arlon
5899,FLUXX,1018596,1000.0,500 4th Ave,92101,32.710648,-117.161146,San Diego
5900,PPC,101199,,Neubaugasse 6,8020,47.0761149,15.431553099999999,Graz
5901,A La Folie,3170794,,26 Avenue Corentin Cariou,75019,48.89631,2.38441,Paris
5902,La Cave À Musique,119035,,"119, Rue Boullay",71000,46.3009,4.82557,Macon
5903,BETA,811381,150.0,Øresundsvej 6,2300,55.657955,12.609318,Copenhagen
5904,L.A.,623391,,Badstrasse 19,93413,49.22153,12.67384,Cham
5905,Club L.A.,1944174,,34876 Emerald Coast Pkwy.,32541,30.387123,-86.431392,Destin
5906,Folk å Rock,173293,150.0,Skomakaregatan 11,211 34,55.60495,12.999410000000001,Malmö
5907,D.A.A.C.,61146,,115 S. Division,49503,42.960458,-85.66818,Grand Rapids
5908,"Catch a Rising Star, Silver Legacy Casino",504146,,407 N. Virginia Street,89501,39.53042,-119.8151,Reno
5909,La Grange à Musique (GAM),810636,340.0,16 Boulevard Salvador Allende,60100,49.24861,2.47322,Creil
5910,CODA,2459729,500.0,794 Bathurst Street,M5R 3G1,43.66541760000001,-79.4114579,Toronto
5911,Ä,699706,,Weserstraße 40,12045,52.48513240000001,13.437154000000001,Berlin
5912,BAR,79083,,254 Crown Street,06511,41.306174,-72.9300026,Bridgeport
5913,SXSW,37999,,Austin TX,78705,30.29617,-97.73895,Austin
5914,OCCII,71302,,Amstelveenseweg 134,1075 XL,52.3702157,4.8951679000000015,Amsterdam
5915,SWX,3111264,,15 Nelson Street,BS1 2JY,51.4567969,-2.5922435,Bristol
5916,Amsterdam ArenA,14374,53052.0,ArenA Boulevard 1,1101 AX,52.3143277,4.9409269,Amsterdam
5917,La Puce a L'oreille,1865553,,"16 Rue du Général Chapsal  63200 Riom, France",63200,45.8869685,3.1156032000000002,Clermont-Ferrand
5918,Case à Chocs,33268,,Quai Philippe Godet 20,2000,46.98923,6.9218,Neuchatel
5919,CODA,3155464,,2247 Professor Ave.,44113,41.481615399999995,-81.6863595,Cleveland
5920,RASA,82483,350.0,Pauwstraat 13a,3512 TG,52.09453060000001,5.1177876,Utrecht
5921,A Club,1077281,500.0,416 W Sprague Ave,99201,47.657424,-117.418892,Spokane
5922,WORM,166258,600.0,Boomgaardsstraat 71,3012 XA,51.9156987,4.4763384,Rotterdam
5923,FRÜIT,1148671,,62-63 Humber St,HU1 1TU,53.73932480000001,-0.3345548,Hull
5924,Domino Room,3186,,51 N.w. Greenwood Avenue,97701,44.05979,-121.3083,Salem
5925,Midtown Ballroom/Domino Room/Annex,3629694,,51 NW Greenwood Ave.,97703,44.05968,-121.30831,Salem
5926,Belly Up Aspen,9408,450.0,450 S Galena St.,81611,39.1876015,-106.8190064,Denver
5927,Belly Up / Aspen Art Museum / St. Regis / Victoria's & More,4193234,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5928,Belly Up / Aspen Art Museum / the Little Nell / St. Regis / Victoria's & More,4193224,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5929,Belly Up / Aspen Art Museum / the Little Nell / St. Regis / Victoria's / Sky Gallery & More,4220994,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5930,Belly Up / Velvet Buck / Aspen Art Museum / the Little Nell / Victoria's / Cafe Ink,4190159,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5931,Belly Up / Aspen Art Museum / St. Regis / Victoria's / Sky Gallery & More,4220999,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5932,Belly Up / Velvet Buck / Aspen Art Museum / Victoria's / Cafe Ink,4190154,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5933,Belly Up / Velvet Buck / Aspen Art Museum / Victoria's,4191854,,JAS June Experience,,39.19314,-106.82123999999999,Denver
5934,Music Farm,31343,800.0,32 Ann St,29403,32.78971,-79.93833000000002,Columbia
5935,Music Farm,941576,,1022 Senate St.,29201,33.99853,-81.03532,Columbia
5936,Appel Farm Arts & Music Center,38093,,457 Shirley Road,08318,39.578179999999996,-75.19759,Philadelphia
5937,Music Farm,103301,,,,,,Nagoya
5938,Wpcv’s the Music Farm,748566,,3812 East 7th Avenue,33605,27.9675717,-81.8819015,Tampa
5939,Trade Music Festival Farm,364561,,,,,,Trade
5940,Music Farm,3579194,,Via Dell'Aratro 2,,43.05066160000001,12.4146831,Perugia
5941,The Music Farm,1913883,,5603-B West Friendly Ave Box 164,27410,36.089022299999996,-79.88512270000003,Greensboro
5942,The Music Farm,533881,,,,,,Denver
5943,Mine Run Farm Music,2289464,,,,,,Dumfries
5944,Tin House Music at Restoration Farm,2909888,,140 Bethpage-Sweet Hollow Rd,11804,40.762795600000004,-73.4514197,Old Bethpage
5945,Down On The Farm Music Festival,3836874,,Wilton Rd,60442,41.380549200000004,-87.9778562,Chicago
5946,10 Mile Music Hall,3922024,,710 Main St,80443,39.57627,-106.09326000000001,Frisco
5947,Choctaw Grand Theater,2996913,,4418 S Hwy 69/75,74701,34.03524,-96.36891,Durant
5948,Maverik Center,34524,,3200 Decker Lake Dr.,84119,40.70285,-111.950616,Salt Lake City
5949,Thunder Mountain Amphitheatre,69347,5000.0,4250 Byrd Drive,80538,40.43778,-104.99423,Denver
5950,The Sinkhole,3417659,,7423 S Broadway,63111,38.54849,-90.25708,St Louis
5951,The Sinkhole,3992979,,,55414,44.97818,-93.21573000000001,Twin Cities
5952,The Earl,603016,,488 Flat Shoals Rd.,30316,33.74096,-84.34593000000002,Atlanta
5953,The Earl Smith Strand Theatre,38026,,117 North Park Square,30061,33.9532331,-84.5492395,Atlanta
5954,The Earl,87943,,Queens Road,S2 4DU,53.367986,-1.4662403999999998,Sheffield
5955,The Earl Ferrers,3026829,,22 Ellora Rd,SW16 6JF,51.423754100000004,-0.13257879999999994,London
5956,The Earl of Whitchurch,555366,,6204 Main St.,L4A 2S5,43.970997600000004,-79.2490894,Toronto
5957,The Earl of Zetland,3436969,,Bo'ness Road,FK3 8AF,56.0139957,-3.7012637,Grangemouth
5958,The Yellow Earl,3932984,250.0,66 Lowther Street,CA28 7AH,54.547703399999996,-3.5871722000000004,Whitehaven
5959,Earl Of The Old Town,347301,,,,,,Chicago
5960,The Earl of Spencer,3614264,,60 Earl St,6330,-35.0249829,117.88713020000002,Albany
5961,The Earl of Whitchurch,555346,,,,,,Toronto
5962,The Earl of Lichfield (The Drum),3189239,,Conduit Street,WS13 6JR,52.6838869,-1.8269284,Walsall
5963,The Earl of Lichfield Arms,3993929,,,WS13 6JR,52.68389000000001,-1.82693,Wolverhampton
5964,The Earl,4011039,,,WR1 2JN,52.191109999999995,-2.22456,Cheltenham
5965,The Earl,741991,,,,,,Oklahoma City
5966,The Earl Arts Centre,1870733,,,,,,Launceston
5967,The Earl of Pitt Street,3899384,,70 Pitt St,NE4 5ST,54.97472,-1.6270799999999999,Newcastle Upon Tyne
5968,The Wheelhouse Theatre at Earl Marriott Secondary,3405949,,15751  16th Avenue,V4A1S1,49.031259999999996,-122.78544099999999,Vancouver
5969,The Carl,1841598,,,,,,San Diego
5970,The Earl V. Dickinson Theater,3191054,,"The Dickinson Building, Piedmont Virginia Community College",22902,38.029305900000004,-78.4766781,Richmond
5971,The Home of Earl Wooten,2986103,,4381 Mt. Vernon Drive,90043,34.000314,-118.35492099999999,Los Angeles
5972,The Van Buren,3477604,,Van Buren,85003,33.451409999999996,-112.07818999999999,Phoenix
5973,First St. & Van Buren St.,2962508,,,85004,33.452829200000004,-112.0685027,Phoenix
5974,Evan's on Van Buren,3707654,,1714 W. Van Buren St,85007,33.4515503,-112.0964669,Phoenix
5975,Toyota Arena,857051,,7000 W. Grandridge Blvd,99336,46.219770000000004,-119.21658000000001,Spokane
5976,Fox Theatre,873221,5174.0,2211 Woodward Avenue,48201,42.338547999999996,-83.05207,Detroit
5977,CenturyLink Center,569,,2000 CenturyTel Center Dr.,71112,32.4689,-93.6705,Shreveport
5978,Saenger Theatre,43656,,1111 Canal Street,70112,29.956129999999998,-90.07276,New Orleans
5979,Selena Auditorium At the American Bank Center,33378,,1901 N. Shoreline,78401,27.8088984,-97.3935427,Corpus Christi
5980,Hobart Arena,88112,,255 Adams Street,45373,40.04613,-84.20585,Troy
5981,Harrah's Resort Atlantic City,13591,,777 Harrah's Boulevard,08401,39.384003799999995,-74.4267402,Philadelphia
5982,Century II Convention Center,9938,,225 W Douglas,67202,37.68537,-97.34123000000001,Wichita
5983,Century Ii Concert Hall at Century Ii Performing Arts & Convention Center,2875263,,225 West Douglas Avenue,67202,37.684486,-97.340631,Wichita
5984,"Concert Hall, Century II Convention Center",101104,,225 West Douglas,67202,37.684490000000004,-97.34063,Wichita
5985,Jefferson Theater,90817,250.0,110 E. Main St.,22902,38.03062,-78.48116999999998,Richmond
5986,Blue Ridge Theater & Event Center,4059999,,9331 NC Hwy 16 S,28694,36.32391,-81.37384,West Jefferson
5987,Jefferson Community School Theater,3277279,,1200 26th Street West,55405,44.9559201,-93.295043,Twin Cities
5988,Jefferson College Fine Arts Theater,3224954,,,,45.5228939,-122.989827,Portland
5989,"Stephens Auditorium, Iowa State Center",1502,,Lincoln Way & Elwood Dr.,50011,42.01978,-93.63244,Des Moines
5990,Stephens Auditorium,115102,,,,,,St Louis
5991,Jacobs Music Center's Copley Symphony Hall,4012714,,,92101,32.72697,-117.16471000000001,San Diego
5992,Yost Theater,48419,,307 N Spurgeon Street,92701,33.74743,-117.86518999999998,Los Angeles
5993,"Gallagher Bluedorn Performing Arts Center, University of Northern Iowa",505196,,8201 Dakota St,50614,42.5121,-92.45896,Des Moines
5994,"Great Hall, Gallagher-Bluedorn Performing Arts Center",1510178,,,,,,Des Moines
5995,The Colosseum at Caesars Palace,34217,4100.0,3570 South Las Vegas Blvd.,89109,36.11578,-115.17296,Las Vegas
5996,Cleopatras Barge at Caesars Palace,3473424,,3570 S Las Vegas Blvd,89109,36.11616,-115.17506000000002,Las Vegas
5997,"Pure, Caesars Palace Hotel & Casino",210333,,3570 Las Vegas Blvd S,89109,36.11705960000001,-115.17787460000001,Las Vegas
5998,Caesar's Palace,84218,,,89109,36.12856,-115.17113,Las Vegas
5999,Caesars Palace Fountains,3276579,,3570 South Las Vegas Blvd,89019,35.91681129999999,-115.2019548,Las Vegas
6000,Caesar's Palace,95811,,,,,,Bradford
6001,Cæsars Palace i Askim,3762354,,,,59.583458900000004,11.162900500000001,Askim
6002,Caesar's Palace,1422923,,,,,,Aberdeen
6003,Cæsars Palace,3698004,,,,59.583458900000004,11.162900500000001,Askim
6004,Caesars Palace Las Vegas,3359804,,3570 Las Vegas Blvd.,,36.1161559,-115.17505759999999,Las Vegas
6005,GUY SAVOY @ Caesars Palace,3397434,,3570 S Las Vegas Blvd,89109,36.1161559,-115.17505759999999,Las Vegas
6006,Caesar's Palace,1238161,,,,,,Bideford
6007,"Garden of the Gods Pool Oasis, Caesars Palace",3607459,,,,36.169941200000004,-115.13982959999998,Las Vegas
6008,Caesar's Palace,257971,,,,,,Helsingborg
6009,Spiegeltent at Caesars Palace,3091644,,3570 Las Vegas Blvd South,89109,36.1162194,-115.1745719,Las Vegas
6010,"Absinthe Tent at Caesars Palace, Las Vegas",3352254,,3570 S Las Vegas Blvd,89109,36.1161559,-115.17505759999999,Las Vegas
6011,Globe Life Park,16361,,1000 Ballpark Way,76011,32.7498334,-97.0812657,Dallas - Fort Worth
6012,Musica,6642,450.0,51 E Market Street,44308,41.084945399999995,-81.5160214,Akron
6013,Auditorium Parco della Musica,46177,,Viale Pietro de Coubertin 30,00196,41.929559999999995,12.47327,Rome
6014,Casa Da Música,53959,,"Av. da Boavista, 604",4149-071,41.1584054,-8.630664300000001,Porto
6015,Palau de la Musica,38049,,"C/ De Sant Pere Mes Alt 11,",08002,41.387447200000004,2.1755292,Barcelona
6016,Palau de la Música Catalana,510901,,Carrer De Sant Pere Més Alt,08003,41.38844,2.1766799999999997,Barcelona
6017,"Cavea, Auditorium Parco della Musica",227963,3000.0,Viale Pietro de Coubertin 30,00196,41.929559999999995,12.47327,Rome
6018,La Salumeria Della Musica,96985,,Via Pasinetti 4,20141,45.43694650000001,9.1998444,Milan
6019,"Sala Santa Cecilia, Auditorium Parco della Musica",1078276,,Viale Pietro de Coubertin 30,00196,41.929559999999995,12.47327,Rome
6020,Spazio Musica,86266,,"Via Federico Faruffini, 5",27100,45.1828034,9.1644134,Pavia
6021,Casa Della Musica,124328,,Via Barbagallo 115,80125,40.8218322,14.1780404,Naples
6022,Música Santander Cultural,1925289,,"Rua Sete de Setembro, 1028",90016-90,-30.029089799999998,-51.2300018,Porto Alegre
6023,"Sala Sinopoli, Auditorium Parco della Musica",211413,,"Viale Pietro De Coubertin, 30",00196,41.929559999999995,12.47327,Rome
6024,Palau De La Musica,114698,,"Paseo de la Alameda, 30",46010,39.4681852,-0.36077709999999996,Valencia
6025,Plaza de la Música,2311859,,La Rioja 1150,X5000EVX,-31.40676,-64.19771999999999,Cordoba
6026,Club de la Música,3686829,,"Alberdi 4449, Villa Ballester",1653,-34.5505138,-58.5507191,Buenos Aires
6027,Mono Club de Musica,3960924,,Santa Fe 2398,,-32.9442426,-60.65053879999999,Rosario
6028,Parco Della Musica,2973428,,,,45.4064349,11.8767611,Padua
6029,Centro de Artes Escénicas y de la Música (CAEM),1440423,1218.0,"Calle del Príncipe de Vergara, 73-85",37003,40.9618437,-5.6532848,Salamanca
6030,"Sala de Camara, Auditorio Nacional de Música",1205591,,"Calle del Príncipe de Vergara, 146",28002,40.4461717,-3.6779351000000013,Madrid
6031,"Sala Sinfónica, Auditorio Nacional de Música",1203491,,"Calle del Príncipe de Vergara, 146",28002,40.4460476,-3.6781237,Madrid
6032,Club de Música,3479494,,Paraguay 5519,,-34.5768934,-58.43421770000001,Buenos Aires
6033,Rockmore Club de Música,3638439,,Av Moliere 48,11560,19.4306875,-99.20241309999999,Mexico City
6034,Mercat De Música Viva de Vic,701536,,,,41.930437299999994,2.2544334999999998,Vic
6035,Galpón de la Musica,3438464,,"Esteves Boero, 980",2000,-32.9434288,-60.64894200000001,Rosario
6036,"Auditorium Giovanni Agnelli, Lingotto Musica",48792,,via Nizza,10100,45.0366866,7.666028999999999,Turin
6037,República Da Música,1621243,,"Rua Do Centro Cultural 27b, 1º",1700-106,38.756169799999995,-9.142128999999999,Lisbon
6038,Fiera Della Musica,814646,,"Centro Sportivo, via Divisione Julia",33082,45.8869502,12.7052771,Azzano Decimo
6039,Plaza De La Música,586051,,"Plaza De La Música, S/n",35014,,,Las Palmas de Gran Canaria
6040,Casa Da Música - Sala Suggia,1048611,,"Avenida da Boavista, 604/610",4149-071,41.158409999999996,-8.63066,Porto
6041,"Sala Petrassi, Auditorium Parco della Musica",1357961,,Viale Pietro de Coubertin 30,00196,41.92912000000001,12.47519,Rome
6042,Ars Musica Im Stemmerhof,1210621,,Plinganserstrasse 6,81369,48.121790000000004,11.54089,Munich
6043,Centro Municipal de Referência da Música Carioca Artur da Távola,3075129,,"Conde de Bonfim, 824 - Tijuca - RJ",20530-002,-22.935570000000002,-43.24398,Rio de Janeiro
6044,Municipal - Música Viva,3901279,,Calle 48 #34 - 30,,7.1167408,-73.1101985,Bucaramanga
6045,Festa Della Musica,1573493,,Parco Fucoli - Via delle Terme (Prov. di Siena),53042,43.0407354,11.8200599,Perugia
6046,Ministterio da Música,1671033,,"Avenida Assunção, 892",85805030,-24.960377100000002,-53.4803644,Cascavel
6047,La Capsa de música,3430804,,"Espai Tabacalera, Av. Vidal i Barraquer, S/N M1",43005,41.119649,1.2397775,Tarragona
6048,Casa de Musica,106812,,,,,,Porto
6049,La Caixeta de Música,2623038,60.0,"Av. Francesc Macià, 300",08400,41.594091999999996,2.2856999,Barcelona
6050,Musica Nelle Valli,1369276,,,,,,Modena
6051,Casa de la Música,3749434,,Anibal Pinto 1661,4030667,-36.8143336,-73.0576328,Concepción
6052,"Teatro Studio, Auditorium Parco della Musica",1110951,,"Via Pietro de Coubertin, 30",00196,41.92896,12.47075,Rome
6053,Ars Musica,2185804,,Plinganserstraße 6,81369,48.121790000000004,11.54089,Munich
6054,Casa Della Musica - Federico I,1467373,,"Via Corrado Barbagallo, 115",80125,40.8213031,14.178089800000002,Naples
6055,HARLEM ARTE & MÚSICA,3913954,200.0,Juan N. Cumplido #28,44100,20.6766917,-103.3584412,Guadalajara
6056,La fábrica de música,2770243,,Alsina 698,,-24.779823699999998,-65.41142579999999,Salta
6057,MUSICA W FESTIVAL,1952574,,"Via Marconi, 5",56040,43.4115174,10.5753782,Pisa
6058,FULLRISE - Música & Arte,3368929,,"Avenida Marginal, Balneário Maracanã, Praia Grande, Sao Paulo, Brazil",,-24.0420634,-46.5265939,Praia Grande
6059,Conservatório de Música de Coimbra,2277274,350.0,Rua Pedro Nunes,3000-199,40.1932159,-8.4102545,Coimbra
6060,República Da Música,1427803,,,,,,Alvalade
6061,El Petit Palau - Palau De La Música,3118714,,,,41.3850639,2.1734035,Barcelona
6062,"Wolstein Center, CSU",716,,2000 Prospect Ave.,44115,41.5000912,-81.6759334,Cleveland
6063,Wolstein Center- Csu Convocation,4236634,,,44115,41.496340000000004,-81.67199000000002,Cleveland
6064,Crowbar,31824,,1812 North 17th Street,33605,27.960688,-82.4405525,Tampa
6065,Crowbar,3574509,,17th St. N,1812,27.960820000000002,-82.44046,Tampa
6066,Crowbar - Tampa,4013219,,,33605,27.956540000000004,-82.42652,Tampa
6067,NRG Stadium,2694603,,One Reliant Park,77054,29.68593,-95.40334,Houston
6068,RFK Stadium,3158,46000.0,2400 East Capitol St SE,20003,38.889559999999996,-76.97279,Washington
6069,MAPFRE Stadium,888,,One Black & Gold Boulevard,43211,40.009409999999995,-82.99109,Columbus
6070,AT&T Stadium,50098,111000.0,925 N. Collins St.,76011,32.7479,-97.09291,Dallas - Fort Worth
6071,SDCCU Stadium,5344,54000.0,9449 Friars Road,92108,32.78402,-117.12003,San Diego
6072,CNE Stadium,46856,,210 Princes’ Blvd.,M6K 3C3,43.632339,-79.4212734,Toronto
6073,HBF Stadium,2661718,,Stephenson Avenue,6010,-31.95484,115.77778,Perth
6074,ANZ Stadium,35416,,"Edwin Flack Avenue Sydney Olympic Park,",2000,-33.84932,151.06211000000005,Sydney
6075,JFK Stadium,43346,,S Broad Street,19148,39.91424470000001,-75.17183259999999,Philadelphia
6076,FNB Stadium,1158646,94000.0,,2147,-26.248540000000002,27.854029999999998,Johannesburg
6077,MTK Stadium,46895,,,,,,Budapest
6078,RDS Stadium,85279,,,,,,Dublin
6079,AMI Stadium,203393,,95 Jack Hinton Drive,8011,-43.543611799999994,172.6048119,Christchurch
6080,AAMI Stadium,35415,,Cnr West Lakes Boulevard & Turner Drive,5021,-34.877340000000004,138.49386,Adelaide
6081,ABSA Stadium,47312,,,,,,Durban
6082,KCOM Stadium,341311,,"The Circle, Anlaby Road",HU3 6HU,53.746213600000004,-0.3676031,Hull
6083,RDS Stadium,3668649,,,,44.4056499,8.946256,Genoa
6084,ANZ Stadium,70048,,,,,,Brisbane
6085,QSAC Stadium,499246,,Kessels Road,QLD 4111,-27.55922,153.05484099999995,Brisbane
6086,PAO Stadium,61917,,,,,,Athens
6087,KC Stadium,100725,,Walton Street,HU3 6HU,53.74729,-0.37459000000000003,Hull
6088,RCDE Stadium,4087159,,,,,,Barcelona
6089,AEK Stadium,46903,,,,,,Athens
6090,Pappadeaux (NRG Stadium),3618549,,2525 South Loop West,77054,29.676703999999997,-95.41648029999999,Houston
6091,MZA Stadium,43711,,,,,,Tokyo
6092,WIN Stadium,84562,,Corner Of Crown & Harbour Streets,2520,-34.426511299999994,150.9024458,Wollongong
6093,ICE Stadium,251061,,,,,,Nottingham
6094,EPRU Stadium,56824,,,,,,Port Elizabeth
6095,GMC Stadium,116802,,,,,,St Louis
6096,USA Stadium,3087069,,4351 Babe Howard Ave.,38053,35.3377215,-89.91784559999998,Memphis
6097,GPU Stadium,487761,,,,,,Wilmington
6098,NK Stadium,257851,,,,,,Zagreb
6099,AAMI Stadium,118062,,,,,,Sydney
6100,CVCA Stadium,3208963,,,,41.133944899999996,-81.48455849999998,Akron
6101,TDECU Stadium,2923723,,3847 Holman St,77004,29.7241757,-95.3484969,Houston
6102,FAU Stadium,3168699,,777 Glades Road,33431,26.3705935,-80.1033298,Fort Lauderdale
6103,MIK Stadium,353121,,,,,,Budapest
6104,UBC Stadium,51113,,,,,,Vancouver
6105,PCYC Stadium,236973,,,,,,Mackay
6106,AIS Stadium,100945,,,,,,Canberra
6107,ALTRAD Stadium,3243629,,500 Avenue de Vanières,34070,43.5958834,3.8468532999999994,Montpellier
6108,EBB Stadium,4293259,,,GU11 1TS,51.24839,-0.75597,Reading
6109,AK Stadium,2602288,,,,5.823201,-55.167880000000004,Paramaribo
6110,TIO Stadium,97841,,,,,,Darwin
6111,CMGI Stadium,170438,,,,,,SF Bay Area
6112,JD Stadium,2942398,,Gigg Lane,BL9 9HR,53.5804806,-2.2949624,Manchester
6113,RVRHS Stadium,3240409,4000.0,Jacksonville Road,,40.007248600000004,-74.7795112,Browns Mills
6114,HBF Stadium,4338209,,"100 Stephenson Avenue, Mt Claremont",6010,-31.952709999999996,115.78506000000002,Perth
6115,ARM Stadium,3774814,,,,41.9973462,21.4279956,Skopje
6116,The Nick,5068,250.0,2514 10th Avenue South,35205,33.5054309,-86.790452,Birmingham
