,created_at,datetime_local,general_admission,id,popularity,score,short_title,url,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id
6040,2019-07-22T16:00:51,2019-09-07T22:30:00,False,4935509,0.523,0.38,Curt Keyz,https://seatgeek.com/curt-keyz-tickets/charlotte-north-carolina-the-evening-muse-2019-09-07-10-30-pm/concert/4935509,,,,,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6041,2019-03-31T16:02:17,2019-09-07T23:00:00,True,4803295,0.509,0.457,Jameson Rodgers (18+),https://seatgeek.com/jameson-rodgers-18-tickets/charlotte-north-carolina-coyote-joe-s-3-2019-09-07-11-pm/concert/4803295,6.0,110.0,96.0,27.0,Coyote Joe's,0,4621 Wilkinson Boulevard,Charlotte,NC,28208,3965
6042,2019-06-22T13:56:05,2019-09-08T18:30:00,False,4900173,0.509,0.436,In This Moment with Ded,https://seatgeek.com/in-this-moment-with-ded-tickets/charlotte-north-carolina-the-fillmore-charlotte-2019-09-08-6-30-pm/concert/4900173,40.0,24333.0,88.0,66.0,The Fillmore - Charlotte,0,820 Hamilton St,Charlotte,NC,28206,568
6043,2019-03-11T16:06:11,2019-09-08T19:30:00,False,4776044,0.494,0.435,Sonata Arctica,https://seatgeek.com/sonata-arctica-tickets/charlotte-north-carolina-the-underground-37-2019-09-08-7-30-pm/concert/4776044,26.0,117.0,72.0,47.0,The Underground,0,820 Hamilton St,Charlotte,NC,28206,346514
6044,2019-07-19T16:06:28,2019-09-08T19:30:00,False,4931655,0.379,0.37,Andrew Duhon,https://seatgeek.com/andrew-duhon-tickets/charlotte-north-carolina-the-evening-muse-2019-09-08-7-30-pm/concert/4931655,,,,,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6045,2019-05-15T16:07:17,2019-09-08T20:00:00,True,4865870,0.453,0.365,BoDeans with Andrew Winter,https://seatgeek.com/bodeans-with-andrew-winter-tickets/durham-north-carolina-motorco-music-hall-2019-09-08-8-pm/concert/4865870,10.0,66.0,67.0,51.0,Motorco Music Hall,0,723 Rigsbee Ave,Durham,NC,27701,9805
6046,2019-05-29T16:13:54,2019-09-08T20:00:00,False,4875377,0.536,0.47,Leoni Torres,https://seatgeek.com/leoni-torres-tickets/raleigh-north-carolina-the-ritz-8-2019-09-08-8-pm/concert/4875377,18.0,163.0,127.0,79.0,The Ritz,0,2820 Industrial Drive,Raleigh,NC,27609,2135
6047,2019-06-26T16:09:45,2019-09-08T20:00:00,True,4909774,0.524,0.45,Steve Poltz,https://seatgeek.com/steve-poltz-tickets/charlotte-north-carolina-neighborhood-theatre-2019-09-08-8-pm/concert/4909774,1.0,94.0,94.0,94.0,Neighborhood Theatre,0,511 East 36th Street,Charlotte,NC,28205,1526
6048,2019-05-16T16:03:59,2019-09-08T20:00:00,True,4867037,0.0,0.0,Chance McCoy,https://seatgeek.com/chance-mccoy-tickets/asheville-north-carolina-the-mothlight-2019-09-08-8-pm/concert/4867037,,,,,The Mothlight,0,701 W Haywood Road,Asheville,NC,28806,55762
6049,2019-04-13T16:10:28,2019-09-08T20:00:00,False,4815865,0.476,0.408,Mdou Moctar with Boogarins,https://seatgeek.com/mdou-moctar-with-boogarins-tickets/asheville-north-carolina-the-grey-eagle-2019-09-08-8-pm/concert/4815865,2.0,50.0,47.0,47.0,The Grey Eagle,0,185 Clingman Ave,Asheville,NC,28801,4723
6050,2019-02-12T16:06:18,2019-09-09T18:00:00,False,4743644,0.507,0.455,Shakey Graves with Dr. Dog,https://seatgeek.com/shakey-graves-with-dr-dog-tickets/wilmington-north-carolina-greenfield-lake-amphitheater-2019-09-09-6-pm/concert/4743644,3.0,147.0,147.0,144.0,Greenfield Lake Amphitheater,0,1941 Amphitheatre Drive,Wilmington,NC,28401,660
6051,2019-04-30T16:04:47,2019-09-09T19:30:00,False,4845848,0.365,0.362,Matthew And The Atlas,https://seatgeek.com/matthew-and-the-atlas-tickets/charlotte-north-carolina-the-evening-muse-2019-09-09-7-30-pm/concert/4845848,,,,,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6052,2019-06-27T16:10:15,2019-09-09T19:30:00,False,4911259,0.586,0.542,Paul Anka,https://seatgeek.com/paul-anka-tickets/charlotte-north-carolina-ovens-auditorium-2019-09-09-7-30-pm/concert/4911259,187.0,174.0,148.0,67.0,Ovens Auditorium,0,2700 E Independence Blvd,Charlotte,NC,28205,1263
6053,2019-07-29T16:04:53,2019-09-09T20:00:00,True,4944705,0.532,0.416,The National Parks,https://seatgeek.com/the-national-parks-tickets/carrboro-north-carolina-cat-s-cradle-2019-09-09-8-pm/concert/4944705,1.0,52.0,52.0,52.0,Cat's Cradle,0,300 East Main Street,Carrboro,NC,27510,1076
6054,2019-07-13T16:02:11,2019-09-09T20:00:00,True,4927363,0.48,0.382,Chris Shiflett with Cordovas,https://seatgeek.com/chris-shiflett-with-cordovas-tickets/asheville-north-carolina-the-grey-eagle-2019-09-09-8-pm/concert/4927363,1.0,64.0,64.0,64.0,The Grey Eagle,0,185 Clingman Ave,Asheville,NC,28801,4723
6055,2019-07-20T16:07:05,2019-09-10T18:00:00,True,4934758,0.532,0.444,Steel Pulse,https://seatgeek.com/steel-pulse-tickets/wilmington-north-carolina-greenfield-lake-amphitheater-2019-09-10-6-pm/concert/4934758,4.0,122.0,123.0,88.0,Greenfield Lake Amphitheater,0,1941 Amphitheatre Drive,Wilmington,NC,28401,660
6056,2019-07-18T16:02:38,2019-09-10T19:30:00,False,4930360,0.409,0.381,Jesse Marchant,https://seatgeek.com/jesse-marchant-tickets/charlotte-north-carolina-the-evening-muse-2019-09-10-7-30-pm/concert/4930360,,,,,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6057,2019-05-22T16:06:38,2019-09-10T19:30:00,False,4872166,0.601,0.56,Buddy Guy with Shemekia Copeland,https://seatgeek.com/buddy-guy-with-shemekia-copeland-tickets/durham-north-carolina-durham-performing-arts-center-2019-09-10-7-30-pm/concert/4872166,31.0,135.0,117.0,65.0,Durham Performing Arts Center,0,123 Vivian St.,Durham,NC,27701,962
6058,2019-07-19T16:07:28,2019-09-10T20:00:00,True,4931872,0.0,0.0,Amythyst Kiah,https://seatgeek.com/amythyst-kiah-tickets/raleigh-north-carolina-the-pour-house-music-hall-1-2019-09-10-8-pm/concert/4931872,5.0,125.0,111.0,79.0,The Pour House Music Hall,0,224 South Blount Street,Raleigh,NC,27601,4855
6059,2019-05-15T16:08:52,2019-09-10T20:00:00,False,4866060,0.513,0.471,Flying Lotus,https://seatgeek.com/flying-lotus-tickets/raleigh-north-carolina-the-ritz-8-2019-09-10-8-pm/concert/4866060,44.0,125.0,80.0,56.0,The Ritz,0,2820 Industrial Drive,Raleigh,NC,27609,2135
6060,2019-07-24T16:01:38,2019-09-10T20:00:00,False,4936932,0.499,0.405,Hot Club of Cowtown,https://seatgeek.com/hot-club-of-cowtown-tickets/asheville-north-carolina-the-grey-eagle-2019-09-10-8-pm/concert/4936932,,,,,The Grey Eagle,0,185 Clingman Ave,Asheville,NC,28801,4723
6061,2019-07-06T16:01:12,2019-09-10T20:00:00,False,4922633,0.458,0.465,Polo G,https://seatgeek.com/polo-g-tickets/greensboro-north-carolina-cone-denim-entertainment-center-2019-09-10-8-pm/concert/4922633,15.0,58.0,56.0,47.0,Cone Denim Entertainment Center,0,117 South Elm Street,Greensboro,NC,27401,74648
6062,2019-06-25T16:02:39,2019-09-10T21:00:00,False,4906279,0.0,0.0,Super Doppler (18+),https://seatgeek.com/super-doppler-18-tickets/charlotte-north-carolina-free-range-brewing-2019-09-10-9-pm/concert/4906279,,,,,Free Range Brewing,0,2320 North Davidson Street,Charlotte,NC,28205,181293
6063,2019-06-22T16:05:44,2019-09-11T18:00:00,False,4900599,0.508,0.434,JJ Grey & Mofro,https://seatgeek.com/jj-grey-and-mofro-tickets/wilmington-north-carolina-greenfield-lake-amphitheater-2019-09-11-6-pm/concert/4900599,2.0,1157.0,1139.0,1139.0,Greenfield Lake Amphitheater,0,1941 Amphitheatre Drive,Wilmington,NC,28401,660
6064,2019-02-14T16:06:45,2019-09-11T18:30:00,False,4746547,0.0,0.0,Shakey Graves with Dr. Dog,https://seatgeek.com/shakey-graves-with-dr-dog-tickets/asheville-north-carolina-new-belgium-brewing-asheville-2019-09-11-6-30-pm/concert/4746547,20.0,148.0,116.0,61.0,New Belgium Brewing Asheville,0,21 Craven Street,Asheville,NC,28806,426963
6065,2019-05-01T16:10:26,2019-09-11T19:30:00,False,4848024,0.497,0.45,Angels & Airwaves,https://seatgeek.com/angels-and-airwaves-tickets/charlotte-north-carolina-the-fillmore-charlotte-2019-09-11-7-30-pm/concert/4848024,45.0,257.0,88.0,66.0,The Fillmore - Charlotte,0,820 Hamilton St,Charlotte,NC,28206,568
6066,2019-07-25T16:01:35,2019-09-11T19:30:00,False,4937580,0.582,0.432,Anteloper,https://seatgeek.com/anteloper-tickets/charlotte-north-carolina-the-evening-muse-2019-09-11-7-30-pm/concert/4937580,,,,,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6067,2019-06-19T16:00:51,2019-09-11T21:00:00,False,4897946,0.0,0.0,Becca Mancari with Frances Cone,https://seatgeek.com/becca-mancari-with-frances-cone-tickets/charlotte-north-carolina-free-range-brewing-2019-09-11-9-pm/concert/4897946,,,,,Free Range Brewing,0,2320 North Davidson Street,Charlotte,NC,28205,181293
6068,2019-01-15T16:06:36,2019-09-12T19:00:00,False,4693515,0.682,0.693,Jason Aldean with Kane Brown,https://seatgeek.com/jason-aldean-with-kane-brown-tickets/charlotte-north-carolina-pnc-music-pavilion-2019-09-12-7-pm/concert/4693515,348.0,256.0,223.0,72.0,PNC Music Pavilion,0,707 Pavilion Boulevard,Charlotte,NC,28262,62
6069,2019-07-03T16:11:21,2019-09-12T19:00:00,False,4913796,0.0,0.0,Mark Curry (21+),https://seatgeek.com/mark-curry-21-tickets/cary-north-carolina-raleigh-improv-2019-09-12-7-pm/concert/4913796,,,,,Raleigh Improv,0,1224 Parkside Main Street,Cary,NC,27519,464336
6070,2019-05-07T16:05:37,2019-09-12T19:00:00,True,4857222,0.0,0.0,Lettuce,https://seatgeek.com/lettuce-tickets/asheville-north-carolina-salvage-station-2019-09-12-7-pm/concert/4857222,6.0,141.0,111.0,83.0,Salvage Station,0,468 Riverside Drive,Asheville,NC,28801,152172
6071,2019-07-03T16:13:26,2019-09-12T19:30:00,False,4914633,0.381,0.369,The Commonheart,https://seatgeek.com/the-commonheart-tickets/charlotte-north-carolina-the-evening-muse-2019-09-12-7-30-pm/concert/4914633,2.0,143.0,140.0,140.0,The Evening Muse,0,3227 N. Davidson St.,Charlotte,NC,28205,10580
6072,2019-07-30T16:05:34,2019-09-12T19:30:00,False,4945935,0.0,0.0,Brian Owens,https://seatgeek.com/brian-owens-tickets/garner-north-carolina-garner-performing-arts-center-2019-09-12-7-30-pm/concert/4945935,2.0,50.0,50.0,50.0,Garner Performing Arts Center,0,742 West Garner Road,Garner,NC,27529,15343
6073,2019-07-03T16:12:10,2019-09-12T20:00:00,False,4914132,0.0,0.0,Daniel Caesar,https://seatgeek.com/daniel-caesar-tickets/charlotte-north-carolina-the-fillmore-charlotte-3-2019-09-12-8-pm/concert/4914132,44.0,133.0,108.0,64.0,The Fillmore Charlotte,0,820 Hamilton Street,Charlotte,NC,28206,248807
6074,2019-07-06T16:01:06,2019-09-12T20:00:00,False,4922604,0.403,0.413,Polo G,https://seatgeek.com/polo-g-tickets/charlotte-north-carolina-the-underground-37-2019-09-12-8-pm/concert/4922604,10.0,79.0,59.0,51.0,The Underground,0,820 Hamilton St,Charlotte,NC,28206,346514
6075,2019-06-27T16:10:00,2019-09-12T20:00:00,True,4911176,0.482,0.356,Subhumans with FEA,https://seatgeek.com/subhumans-with-fea-tickets/durham-north-carolina-motorco-music-hall-2019-09-12-8-pm/concert/4911176,3.0,58.0,65.0,39.0,Motorco Music Hall,0,723 Rigsbee Ave,Durham,NC,27701,9805
6076,2019-04-22T15:55:43,2019-09-13T19:00:00,False,4833334,0.676,0.679,Lizzo with Empress Of,https://seatgeek.com/lizzo-with-empress-of-tickets/raleigh-north-carolina-red-hat-amphitheater-2019-09-13-7-pm/concert/4833334,51.0,268.0,250.0,192.0,Red Hat Amphitheater,0,500 South McDowell Street,Raleigh,NC,27601,2346
6077,2019-07-03T16:11:21,2019-09-13T19:00:00,False,4913790,0.0,0.0,Mark Curry (21+),https://seatgeek.com/mark-curry-21-tickets/cary-north-carolina-raleigh-improv-2019-09-13-7-pm/concert/4913790,,,,,Raleigh Improv,0,1224 Parkside Main Street,Cary,NC,27519,464336
6078,2019-08-04T16:02:44,2019-09-13T19:00:00,True,4951222,0.587,0.444,As Cities Burn with All Get Out,https://seatgeek.com/as-cities-burn-with-all-get-out-tickets/chapel-hill-north-carolina-local-506-2019-09-13-7-pm/concert/4951222,3.0,176.0,169.0,161.0,Local 506,0,506 West Franklin Street,Chapel Hill,NC,27516,4080
6079,2019-01-15T16:06:11,2019-09-13T19:00:00,False,4693285,0.683,0.697,Jason Aldean with Dee Jay Silver and Kane Brown,https://seatgeek.com/jason-aldean-with-dee-jay-silver-and-kane-brown-tickets/raleigh-north-carolina-coastal-credit-union-music-park-at-walnut-creek-2019-09-13-7-pm/concert/4693285,326.0,262.0,216.0,77.0,Coastal Credit Union Music Park at Walnut Creek,0,3801 Rock Quarry Road,Raleigh,NC,27610,61
6080,2019-04-24T12:57:24,2019-08-08T15:30:00,False,4835880,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-08-3-30-pm/concert/4835880,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6081,2019-03-27T16:05:27,2019-08-08T20:00:00,False,4798447,0.0,0.0,An Evening With Nitty Gritty Dirt Band,https://seatgeek.com/an-evening-with-nitty-gritty-dirt-band-tickets/bismarck-north-dakota-belle-mehus-auditorium-2019-08-08-8-pm/concert/4798447,2.0,117.0,113.0,113.0,Belle Mehus Auditorium,0,201 North 6th Street,Bismarck,ND,58501,1691
6082,2019-04-24T16:02:51,2019-08-09T15:30:00,False,4836067,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-09-3-30-pm/concert/4836067,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6083,2019-02-20T16:08:06,2019-08-09T19:00:00,False,4753686,0.646,0.558,Rob Zombie with Marilyn Manson,https://seatgeek.com/rob-zombie-with-marilyn-manson-tickets/fargo-north-dakota-fargodome-2019-08-09-7-pm/concert/4753686,29.0,42.0,33.0,26.0,Fargodome,0,1800 North University Drive,Fargo,ND,58102,177
6084,2019-02-19T16:05:30,2019-08-09T20:00:00,False,4752116,0.569,0.459,Ricky Skaggs with Kentucky Thunder,https://seatgeek.com/ricky-skaggs-with-kentucky-thunder-tickets/fargo-north-dakota-fargo-theatre-2019-08-09-8-pm/concert/4752116,7.0,97.0,121.0,57.0,Fargo Theatre,0,314 Broadway,Fargo,ND,58102,2214
6085,2019-04-24T16:02:51,2019-08-10T15:30:00,False,4836068,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-10-3-30-pm/concert/4836068,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6086,2019-04-24T16:02:45,2019-08-11T15:30:00,False,4836055,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-11-3-30-pm/concert/4836055,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6087,2019-04-13T16:07:22,2019-08-11T20:00:00,True,4815455,0.0,0.0,The Allman Betts Band (21+),https://seatgeek.com/the-allman-betts-band-21-tickets/fargo-north-dakota-fargo-brewing-company-2019-08-11-8-pm/concert/4815455,1.0,118.0,118.0,118.0,Fargo Brewing Company,0,630 1st Ave N,Fargo,ND,58102,80501
6088,2019-07-03T16:14:35,2019-08-11T20:30:00,False,4915041,0.0,0.0,The Appleseed Cast,https://seatgeek.com/the-appleseed-cast-tickets/fargo-north-dakota-the-aquarium-2019-08-11-8-30-pm/concert/4915041,,,,,The Aquarium,0,226 Broadway,Fargo,ND,58102,6859
6089,2019-04-24T16:02:51,2019-08-12T15:30:00,False,4836066,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-12-3-30-pm/concert/4836066,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6090,2019-03-31T16:01:50,2019-08-12T20:00:00,True,4803214,0.0,0.0,Reverend Horton Heat (21+),https://seatgeek.com/reverend-horton-heat-21-tickets/fargo-north-dakota-fargo-brewing-company-2019-08-12-8-pm/concert/4803214,11.0,95.0,73.0,58.0,Fargo Brewing Company,0,630 1st Ave N,Fargo,ND,58102,80501
6091,2019-06-08T16:04:50,2019-08-12T20:00:00,True,4888887,0.483,0.34,Zakk Sabbath (21+),https://seatgeek.com/zakk-sabbath-21-tickets/fargo-north-dakota-sanctuary-events-center-2019-08-12-8-pm/concert/4888887,4.0,184.0,177.0,83.0,Sanctuary Events Center,0,670 4th Avenue North,Fargo,ND,58102,321228
6092,2019-04-24T12:57:24,2019-08-13T15:30:00,False,4835881,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-13-3-30-pm/concert/4835881,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6093,2019-04-24T16:02:45,2019-08-14T15:30:00,False,4836054,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-14-3-30-pm/concert/4836054,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6094,2019-04-24T16:02:45,2019-08-15T15:30:00,False,4836056,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-15-3-30-pm/concert/4836056,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6095,2019-04-24T16:02:45,2019-08-16T15:30:00,False,4836053,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-16-3-30-pm/concert/4836053,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6096,2019-04-24T16:02:51,2019-08-17T15:30:00,False,4836062,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-17-3-30-pm/concert/4836062,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6097,2019-04-24T16:02:41,2019-08-18T15:30:00,False,4836051,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-18-3-30-pm/concert/4836051,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6098,2019-04-24T16:02:41,2019-08-19T15:30:00,False,4836050,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-19-3-30-pm/concert/4836050,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6099,2019-04-24T16:02:41,2019-08-20T15:30:00,False,4836048,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-20-3-30-pm/concert/4836048,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6100,2019-06-22T16:05:44,2019-08-20T20:00:00,False,4900601,0.665,0.607,Cody Ko,https://seatgeek.com/cody-ko-tickets/fargo-north-dakota-fargo-theatre-2019-08-20-8-pm/concert/4900601,12.0,90.0,83.0,63.0,Fargo Theatre,0,314 Broadway,Fargo,ND,58102,2214
6101,2019-04-24T16:02:41,2019-08-21T15:30:00,False,4836047,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-21-3-30-pm/concert/4836047,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6102,2019-04-24T16:02:41,2019-08-22T15:30:00,False,4836046,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-22-3-30-pm/concert/4836046,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6103,2019-04-24T16:02:41,2019-08-23T15:30:00,False,4836045,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-23-3-30-pm/concert/4836045,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6104,2019-03-28T16:03:57,2019-08-23T19:30:00,False,4799620,0.0,0.0,Tim Hawkins,https://seatgeek.com/tim-hawkins-tickets/fargo-north-dakota-bethel-church-2019-08-23-7-30-pm/concert/4799620,4.0,198.0,184.0,167.0,Bethel Church,0,2702 30th Avenue South,Fargo,ND,58103,16369
6105,2019-04-24T16:02:40,2019-08-24T15:30:00,False,4836044,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-24-3-30-pm/concert/4836044,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6106,2019-04-24T16:02:40,2019-08-25T15:30:00,False,4836040,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-25-3-30-pm/concert/4836040,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6107,2019-05-16T16:06:35,2019-08-25T20:00:00,False,4867352,0.607,0.545,David Crosby,https://seatgeek.com/david-crosby-tickets/fargo-north-dakota-fargo-theatre-2019-08-25-8-pm/concert/4867352,4.0,197.0,176.0,173.0,Fargo Theatre,0,314 Broadway,Fargo,ND,58102,2214
6108,2019-04-24T16:02:40,2019-08-26T15:30:00,False,4836039,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-26-3-30-pm/concert/4836039,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6109,2019-04-24T16:02:40,2019-08-27T15:30:00,False,4836041,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-27-3-30-pm/concert/4836041,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6110,2019-05-16T16:06:53,2019-08-27T20:00:00,False,4867402,0.0,0.0,David Crosby,https://seatgeek.com/david-crosby-tickets/bismarck-north-dakota-belle-mehus-auditorium-2019-08-27-8-pm/concert/4867402,4.0,177.0,120.0,120.0,Belle Mehus Auditorium,0,201 North 6th Street,Bismarck,ND,58501,1691
6111,2019-04-24T16:02:40,2019-08-28T15:30:00,False,4836042,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-28-3-30-pm/concert/4836042,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6112,2019-04-24T16:02:40,2019-08-29T15:30:00,False,4836043,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-29-3-30-pm/concert/4836043,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6113,2019-04-09T16:08:36,2019-08-29T19:30:00,False,4812584,0.567,0.512,Dwight Yoakam,https://seatgeek.com/dwight-yoakam-tickets/grand-forks-north-dakota-alerus-center-2019-08-29-7-30-pm/concert/4812584,98.0,132.0,125.0,38.0,Alerus Center,0,1200 S. 42nd Street,Grand Forks,ND,58201,690
6114,2019-04-24T16:02:38,2019-08-30T15:30:00,False,4836038,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-30-3-30-pm/concert/4836038,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6115,2019-04-24T16:02:38,2019-08-31T15:30:00,False,4836036,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-08-31-3-30-pm/concert/4836036,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6116,2019-07-03T16:14:35,2019-08-31T21:30:00,False,4915046,0.0,0.0,Tropidelic,https://seatgeek.com/tropidelic-tickets/fargo-north-dakota-the-aquarium-2019-08-31-9-30-pm/concert/4915046,,,,,The Aquarium,0,226 Broadway,Fargo,ND,58102,6859
6117,2019-04-24T16:02:41,2019-09-01T15:30:00,False,4836049,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-09-01-3-30-pm/concert/4836049,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6118,2019-04-24T16:02:38,2019-09-02T15:30:00,False,4836037,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-09-02-3-30-pm/concert/4836037,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6119,2019-04-24T16:02:38,2019-09-03T15:30:00,False,4836035,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-09-03-3-30-pm/concert/4836035,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6120,2019-04-24T16:02:38,2019-09-04T15:30:00,False,4836034,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-09-04-3-30-pm/concert/4836034,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
6121,2019-04-24T16:02:37,2019-09-05T15:30:00,False,4836033,0.0,0.0,A Teddy Roosevelt Salute To Medora,https://seatgeek.com/a-teddy-roosevelt-salute-to-medora-tickets/medora-north-dakota-old-town-hall-theater-2019-09-05-3-30-pm/concert/4836033,,,,,Old Town Hall Theater,0,450 Broadway,Medora,ND,58645,471187
